"Título de trazado: M5023"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C","Event, mm","Acoplador separado","Acoplador adjunto","Host conectado","Parado","Final de archivo"
2601,02/17/2018 07:07:41 PM,8.779,,,,,,
2602,02/17/2018 07:22:41 PM,8.779,,,,,,
2603,02/17/2018 07:37:41 PM,8.779,,,,,,
2604,02/17/2018 07:52:41 PM,8.978,,,,,,
2605,02/17/2018 08:07:41 PM,9.077,,,,,,
2606,02/17/2018 08:22:41 PM,9.176,,,,,,
2607,02/17/2018 08:37:41 PM,9.275,,,,,,
2608,02/17/2018 08:52:41 PM,9.275,,,,,,
2609,02/17/2018 09:07:41 PM,9.373,,,,,,
2610,02/17/2018 09:22:41 PM,9.275,,,,,,
2611,02/17/2018 09:37:41 PM,9.077,,,,,,
2612,02/17/2018 09:52:41 PM,8.581,,,,,,
2613,02/17/2018 10:07:41 PM,8.182,,,,,,
2614,02/17/2018 10:22:41 PM,7.782,,,,,,
2615,02/17/2018 10:37:41 PM,7.280,,,,,,
2616,02/17/2018 10:52:41 PM,7.280,,,,,,
2617,02/17/2018 11:07:41 PM,7.582,,,,,,
2618,02/17/2018 11:22:41 PM,7.481,,,,,,
2619,02/17/2018 11:37:41 PM,7.280,,,,,,
2620,02/17/2018 11:52:41 PM,7.381,,,,,,
2621,02/18/2018 12:07:41 AM,7.179,,,,,,
2622,02/18/2018 12:22:41 AM,7.179,,,,,,
2623,02/18/2018 12:37:41 AM,7.280,,,,,,
2624,02/18/2018 12:52:41 AM,7.381,,,,,,
2625,02/18/2018 01:07:41 AM,7.381,,,,,,
2626,02/18/2018 01:22:41 AM,7.280,,,,,,
2627,02/18/2018 01:37:41 AM,7.280,,,,,,
2628,02/18/2018 01:52:41 AM,6.573,,,,,,
2629,02/18/2018 02:07:41 AM,6.268,,,,,,
2630,02/18/2018 02:22:41 AM,6.674,,,,,,
2631,02/18/2018 02:37:41 AM,6.674,,,,,,
2632,02/18/2018 02:52:41 AM,6.978,,,,,,
2633,02/18/2018 03:07:41 AM,7.481,,,,,,
2634,02/18/2018 03:22:41 AM,7.381,,,,,,
2635,02/18/2018 03:37:41 AM,7.381,,,,,,
2636,02/18/2018 03:52:41 AM,7.582,,,,,,
2637,02/18/2018 04:07:41 AM,7.882,,,,,,
2638,02/18/2018 04:22:41 AM,7.682,,,,,,
2639,02/18/2018 04:37:41 AM,7.582,,,,,,
2640,02/18/2018 04:52:41 AM,7.582,,,,,,
2641,02/18/2018 05:07:41 AM,7.582,,,,,,
2642,02/18/2018 05:22:41 AM,7.682,,,,,,
2643,02/18/2018 05:37:41 AM,7.782,,,,,,
2644,02/18/2018 05:52:41 AM,7.782,,,,,,
2645,02/18/2018 06:07:41 AM,7.983,,,,,,
2646,02/18/2018 06:22:41 AM,8.082,,,,,,
2647,02/18/2018 06:37:41 AM,8.082,,,,,,
2648,02/18/2018 06:52:41 AM,8.182,,,,,,
2649,02/18/2018 07:07:41 AM,8.382,,,,,,
2650,02/18/2018 07:22:41 AM,8.779,,,,,,
2651,02/18/2018 07:37:41 AM,9.373,,,,,,
2652,02/18/2018 07:52:41 AM,10.259,,,,,,
2653,02/18/2018 08:07:41 AM,11.334,,,,,,
2654,02/18/2018 08:22:41 AM,12.110,,,,,,
2655,02/18/2018 08:37:41 AM,12.980,,,,,,
2656,02/18/2018 08:52:41 AM,14.804,,,,,,
2657,02/18/2018 09:07:41 AM,15.760,,,,,,
2658,02/18/2018 09:22:41 AM,16.903,,,,,,
2659,02/18/2018 09:37:41 AM,16.999,,,,,,
2660,02/18/2018 09:52:41 AM,16.523,,,,,,
2661,02/18/2018 10:07:41 AM,18.426,,,,,,
2662,02/18/2018 10:22:41 AM,18.996,,,,,,
2663,02/18/2018 10:37:41 AM,20.043,,,,,,
2664,02/18/2018 10:52:41 AM,16.523,,,,,,
2665,02/18/2018 11:07:41 AM,15.091,,,,,,
2666,02/18/2018 11:22:41 AM,14.709,,,,,,
2667,02/18/2018 11:37:41 AM,14.038,,,,,,
2668,02/18/2018 11:52:41 AM,13.750,,,,,,
2669,02/18/2018 12:07:41 PM,13.269,,,,,,
2670,02/18/2018 12:22:41 PM,14.134,,,,,,
2671,02/18/2018 12:37:41 PM,15.187,,,,,,
2672,02/18/2018 12:52:41 PM,15.855,,,,,,
2673,02/18/2018 01:07:41 PM,16.141,,,,,,
2674,02/18/2018 01:22:41 PM,16.523,,,,,,
2675,02/18/2018 01:37:41 PM,17.570,,,,,,
2676,02/18/2018 01:52:41 PM,18.711,,,,,,
2677,02/18/2018 02:07:41 PM,19.282,,,,,,
2678,02/18/2018 02:22:41 PM,20.234,,,,,,
2679,02/18/2018 02:37:41 PM,20.043,,,,,,
2680,02/18/2018 02:52:41 PM,20.901,,,,,,
2681,02/18/2018 03:07:41 PM,20.901,,,,,,
2682,02/18/2018 03:22:41 PM,20.138,,,,,,
2683,02/18/2018 03:37:41 PM,20.043,,,,,,
2684,02/18/2018 03:52:41 PM,18.140,,,,,,
2685,02/18/2018 04:07:41 PM,15.664,,,,,,
2686,02/18/2018 04:22:41 PM,14.709,,,,,,
2687,02/18/2018 04:37:41 PM,13.942,,,,,,
2688,02/18/2018 04:52:41 PM,13.461,,,,,,
2689,02/18/2018 05:03:39 PM,,16.2,,,,,
2690,02/18/2018 05:04:47 PM,,16.3,,,,,
2691,02/18/2018 05:06:13 PM,,16.4,,,,,
2692,02/18/2018 05:07:41 PM,12.594,,,,,,
2693,02/18/2018 05:08:26 PM,,16.5,,,,,
2694,02/18/2018 05:09:36 PM,,16.6,,,,,
2695,02/18/2018 05:09:56 PM,,16.7,,,,,
2696,02/18/2018 05:10:08 PM,,16.8,,,,,
2697,02/18/2018 05:10:18 PM,,16.9,,,,,
2698,02/18/2018 05:10:30 PM,,17.0,,,,,
2699,02/18/2018 05:10:39 PM,,17.1,,,,,
2700,02/18/2018 05:10:50 PM,,17.2,,,,,
2701,02/18/2018 05:11:01 PM,,17.3,,,,,
2702,02/18/2018 05:11:12 PM,,17.4,,,,,
2703,02/18/2018 05:11:28 PM,,17.5,,,,,
2704,02/18/2018 05:12:08 PM,,17.6,,,,,
2705,02/18/2018 05:12:58 PM,,17.7,,,,,
2706,02/18/2018 05:14:22 PM,,17.8,,,,,
2707,02/18/2018 05:16:15 PM,,17.9,,,,,
2708,02/18/2018 05:19:18 PM,,18.0,,,,,
2709,02/18/2018 05:22:41 PM,11.819,,,,,,
2710,02/18/2018 05:25:08 PM,,18.1,,,,,
2711,02/18/2018 05:33:17 PM,,18.2,,,,,
2712,02/18/2018 05:35:32 PM,,18.3,,,,,
2713,02/18/2018 05:37:24 PM,,18.4,,,,,
2714,02/18/2018 05:37:41 PM,11.431,,,,,,
2715,02/18/2018 05:41:17 PM,,18.5,,,,,
2716,02/18/2018 05:49:31 PM,,18.6,,,,,
2717,02/18/2018 05:52:41 PM,11.236,,,,,,
2718,02/18/2018 05:59:06 PM,,18.7,,,,,
2719,02/18/2018 06:07:41 PM,11.139,,,,,,
2720,02/18/2018 06:22:41 PM,10.944,,,,,,
2721,02/18/2018 06:28:53 PM,,18.8,,,,,
2722,02/18/2018 06:37:41 PM,10.944,,,,,,
2723,02/18/2018 06:52:41 PM,10.455,,,,,,
2724,02/18/2018 07:07:41 PM,10.259,,,,,,
2725,02/18/2018 07:22:41 PM,10.063,,,,,,
2726,02/18/2018 07:37:41 PM,9.866,,,,,,
2727,02/18/2018 07:52:41 PM,9.965,,,,,,
2728,02/18/2018 08:07:41 PM,9.866,,,,,,
2729,02/18/2018 08:22:41 PM,9.768,,,,,,
2730,02/18/2018 08:37:41 PM,9.965,,,,,,
2731,02/18/2018 08:52:41 PM,9.965,,,,,,
2732,02/18/2018 09:07:41 PM,9.965,,,,,,
2733,02/18/2018 09:22:41 PM,10.063,,,,,,
2734,02/18/2018 09:37:41 PM,10.063,,,,,,
2735,02/18/2018 09:52:41 PM,10.161,,,,,,
2736,02/18/2018 10:07:41 PM,10.063,,,,,,
2737,02/18/2018 10:22:41 PM,10.063,,,,,,
2738,02/18/2018 10:37:41 PM,9.965,,,,,,
2739,02/18/2018 10:52:41 PM,9.669,,,,,,
2740,02/18/2018 11:04:17 PM,,18.9,,,,,
2741,02/18/2018 11:07:41 PM,9.571,,,,,,
2742,02/18/2018 11:22:41 PM,9.669,,,,,,
2743,02/18/2018 11:37:41 PM,9.669,,,,,,
2744,02/18/2018 11:52:41 PM,9.669,,,,,,
2745,02/19/2018 12:07:41 AM,9.669,,,,,,
2746,02/19/2018 12:22:41 AM,9.669,,,,,,
2747,02/19/2018 12:37:41 AM,9.571,,,,,,
2748,02/19/2018 12:52:41 AM,9.669,,,,,,
2749,02/19/2018 01:07:41 AM,9.571,,,,,,
2750,02/19/2018 01:22:41 AM,9.571,,,,,,
2751,02/19/2018 01:37:41 AM,9.571,,,,,,
2752,02/19/2018 01:52:41 AM,9.472,,,,,,
2753,02/19/2018 02:07:41 AM,9.472,,,,,,
2754,02/19/2018 02:22:41 AM,9.571,,,,,,
2755,02/19/2018 02:37:41 AM,9.571,,,,,,
2756,02/19/2018 02:52:41 AM,9.571,,,,,,
2757,02/19/2018 03:07:41 AM,9.571,,,,,,
2758,02/19/2018 03:09:26 AM,,19.0,,,,,
2759,02/19/2018 03:11:51 AM,,19.1,,,,,
2760,02/19/2018 03:13:51 AM,,19.2,,,,,
2761,02/19/2018 03:15:18 AM,,19.3,,,,,
2762,02/19/2018 03:17:18 AM,,19.4,,,,,
2763,02/19/2018 03:19:39 AM,,19.5,,,,,
2764,02/19/2018 03:21:55 AM,,19.6,,,,,
2765,02/19/2018 03:22:41 AM,9.571,,,,,,
2766,02/19/2018 03:25:18 AM,,19.7,,,,,
2767,02/19/2018 03:29:13 AM,,19.8,,,,,
2768,02/19/2018 03:30:48 AM,,19.9,,,,,
2769,02/19/2018 03:31:56 AM,,20.0,,,,,
2770,02/19/2018 03:32:54 AM,,20.1,,,,,
2771,02/19/2018 03:33:48 AM,,20.2,,,,,
2772,02/19/2018 03:34:31 AM,,20.3,,,,,
2773,02/19/2018 03:35:13 AM,,20.4,,,,,
2774,02/19/2018 03:35:59 AM,,20.5,,,,,
2775,02/19/2018 03:36:40 AM,,20.6,,,,,
2776,02/19/2018 03:37:09 AM,,20.7,,,,,
2777,02/19/2018 03:37:37 AM,,20.8,,,,,
2778,02/19/2018 03:37:41 AM,9.571,,,,,,
2779,02/19/2018 03:38:07 AM,,20.9,,,,,
2780,02/19/2018 03:38:41 AM,,21.0,,,,,
2781,02/19/2018 03:39:17 AM,,21.1,,,,,
2782,02/19/2018 03:39:56 AM,,21.2,,,,,
2783,02/19/2018 03:40:44 AM,,21.3,,,,,
2784,02/19/2018 03:41:37 AM,,21.4,,,,,
2785,02/19/2018 03:42:26 AM,,21.5,,,,,
2786,02/19/2018 03:43:14 AM,,21.6,,,,,
2787,02/19/2018 03:43:54 AM,,21.7,,,,,
2788,02/19/2018 03:44:34 AM,,21.8,,,,,
2789,02/19/2018 03:45:10 AM,,21.9,,,,,
2790,02/19/2018 03:45:50 AM,,22.0,,,,,
2791,02/19/2018 03:46:34 AM,,22.1,,,,,
2792,02/19/2018 03:47:25 AM,,22.2,,,,,
2793,02/19/2018 03:48:21 AM,,22.3,,,,,
2794,02/19/2018 03:49:25 AM,,22.4,,,,,
2795,02/19/2018 03:50:21 AM,,22.5,,,,,
2796,02/19/2018 03:51:20 AM,,22.6,,,,,
2797,02/19/2018 03:52:17 AM,,22.7,,,,,
2798,02/19/2018 03:52:41 AM,9.571,,,,,,
2799,02/19/2018 03:53:20 AM,,22.8,,,,,
2800,02/19/2018 03:54:26 AM,,22.9,,,,,
2801,02/19/2018 03:55:40 AM,,23.0,,,,,
2802,02/19/2018 03:56:44 AM,,23.1,,,,,
2803,02/19/2018 03:57:52 AM,,23.2,,,,,
2804,02/19/2018 03:59:04 AM,,23.3,,,,,
2805,02/19/2018 04:00:24 AM,,23.4,,,,,
2806,02/19/2018 04:01:43 AM,,23.5,,,,,
2807,02/19/2018 04:03:06 AM,,23.6,,,,,
2808,02/19/2018 04:04:26 AM,,23.7,,,,,
2809,02/19/2018 04:05:57 AM,,23.8,,,,,
2810,02/19/2018 04:07:38 AM,,23.9,,,,,
2811,02/19/2018 04:07:41 AM,9.571,,,,,,
2812,02/19/2018 04:09:30 AM,,24.0,,,,,
2813,02/19/2018 04:11:12 AM,,24.1,,,,,
2814,02/19/2018 04:12:21 AM,,24.2,,,,,
2815,02/19/2018 04:13:12 AM,,24.3,,,,,
2816,02/19/2018 04:14:06 AM,,24.4,,,,,
2817,02/19/2018 04:15:22 AM,,24.5,,,,,
2818,02/19/2018 04:17:46 AM,,24.6,,,,,
2819,02/19/2018 04:20:29 AM,,24.7,,,,,
2820,02/19/2018 04:22:41 AM,9.472,,,,,,
2821,02/19/2018 04:22:45 AM,,24.8,,,,,
2822,02/19/2018 04:24:32 AM,,24.9,,,,,
2823,02/19/2018 04:26:32 AM,,25.0,,,,,
2824,02/19/2018 04:28:36 AM,,25.1,,,,,
2825,02/19/2018 04:31:25 AM,,25.2,,,,,
2826,02/19/2018 04:34:43 AM,,25.3,,,,,
2827,02/19/2018 04:37:41 AM,9.472,,,,,,
2828,02/19/2018 04:39:13 AM,,25.4,,,,,
2829,02/19/2018 04:45:07 AM,,25.5,,,,,
2830,02/19/2018 04:52:41 AM,9.373,,,,,,
2831,02/19/2018 04:57:02 AM,,25.6,,,,,
2832,02/19/2018 05:07:41 AM,9.373,,,,,,
2833,02/19/2018 05:22:41 AM,9.373,,,,,,
2834,02/19/2018 05:37:41 AM,9.176,,,,,,
2835,02/19/2018 05:52:41 AM,9.176,,,,,,
2836,02/19/2018 05:56:44 AM,,25.7,,,,,
2837,02/19/2018 06:07:41 AM,9.275,,,,,,
2838,02/19/2018 06:09:45 AM,,25.8,,,,,
2839,02/19/2018 06:21:32 AM,,25.9,,,,,
2840,02/19/2018 06:22:41 AM,9.373,,,,,,
2841,02/19/2018 06:37:41 AM,9.373,,,,,,
2842,02/19/2018 06:52:41 AM,9.571,,,,,,
2843,02/19/2018 06:53:18 AM,,26.0,,,,,
2844,02/19/2018 07:07:41 AM,9.768,,,,,,
2845,02/19/2018 07:22:41 AM,10.063,,,,,,
2846,02/19/2018 07:37:41 AM,10.259,,,,,,
2847,02/19/2018 07:52:41 AM,10.651,,,,,,
2848,02/19/2018 08:07:41 AM,10.748,,,,,,
2849,02/19/2018 08:22:41 AM,11.334,,,,,,
2850,02/19/2018 08:37:41 AM,11.528,,,,,,
2851,02/19/2018 08:52:41 AM,11.916,,,,,,
2852,02/19/2018 09:07:41 AM,12.304,,,,,,
2853,02/19/2018 09:22:41 AM,12.787,,,,,,
2854,02/19/2018 09:37:41 AM,13.461,,,,,,
2855,02/19/2018 09:52:41 AM,14.038,,,,,,
2856,02/19/2018 10:07:41 AM,15.282,,,,,,
2857,02/19/2018 10:22:41 AM,15.187,,,,,,
2858,02/19/2018 10:37:41 AM,14.996,,,,,,
2859,02/19/2018 10:52:41 AM,14.804,,,,,,
2860,02/19/2018 11:04:10 AM,,26.1,,,,,
2861,02/19/2018 11:07:41 AM,14.996,,,,,,
2862,02/19/2018 11:12:03 AM,,26.2,,,,,
2863,02/19/2018 11:22:41 AM,16.427,,,,,,
2864,02/19/2018 11:26:17 AM,,26.3,,,,,
2865,02/19/2018 11:37:41 AM,17.475,,,,,,
2866,02/19/2018 11:52:41 AM,16.903,,,,,,
2867,02/19/2018 12:07:41 PM,15.951,,,,,,
2868,02/19/2018 12:22:41 PM,17.094,,,,,,
2869,02/19/2018 12:37:41 PM,16.903,,,,,,
2870,02/19/2018 12:52:41 PM,16.427,,,,,,
2871,02/19/2018 01:07:41 PM,15.569,,,,,,
2872,02/19/2018 01:22:41 PM,14.134,,,,,,
2873,02/19/2018 01:37:41 PM,13.461,,,,,,
2874,02/19/2018 01:49:18 PM,,26.4,,,,,
2875,02/19/2018 01:52:41 PM,12.690,,,,,,
2876,02/19/2018 02:00:25 PM,,26.5,,,,,
2877,02/19/2018 02:07:41 PM,12.883,,,,,,
2878,02/19/2018 02:14:17 PM,,26.6,,,,,
2879,02/19/2018 02:22:41 PM,12.401,,,,,,
2880,02/19/2018 02:26:12 PM,,26.7,,,,,
2881,02/19/2018 02:34:24 PM,,26.8,,,,,
2882,02/19/2018 02:37:41 PM,11.528,,,,,,
2883,02/19/2018 02:41:21 PM,,26.9,,,,,
2884,02/19/2018 02:52:41 PM,11.431,,,,,,
2885,02/19/2018 03:07:41 PM,11.722,,,,,,
2886,02/19/2018 03:22:41 PM,11.528,,,,,,
2887,02/19/2018 03:37:41 PM,11.431,,,,,,
2888,02/19/2018 03:49:21 PM,,27.0,,,,,
2889,02/19/2018 03:52:41 PM,11.236,,,,,,
2890,02/19/2018 04:04:32 PM,,27.1,,,,,
2891,02/19/2018 04:07:03 PM,,27.2,,,,,
2892,02/19/2018 04:07:41 PM,11.236,,,,,,
2893,02/19/2018 04:10:47 PM,,27.3,,,,,
2894,02/19/2018 04:15:23 PM,,27.4,,,,,
2895,02/19/2018 04:22:41 PM,11.236,,,,,,
2896,02/19/2018 04:36:39 PM,,27.5,,,,,
2897,02/19/2018 04:37:41 PM,11.139,,,,,,
2898,02/19/2018 04:52:41 PM,11.041,,,,,,
2899,02/19/2018 04:57:08 PM,,27.6,,,,,
2900,02/19/2018 05:03:55 PM,,27.7,,,,,
2901,02/19/2018 05:05:54 PM,,27.8,,,,,
2902,02/19/2018 05:07:41 PM,11.041,,,,,,
2903,02/19/2018 05:08:03 PM,,27.9,,,,,
2904,02/19/2018 05:12:28 PM,,28.0,,,,,
2905,02/19/2018 05:17:48 PM,,28.1,,,,,
2906,02/19/2018 05:22:41 PM,10.944,,,,,,
2907,02/19/2018 05:24:46 PM,,28.2,,,,,
2908,02/19/2018 05:29:22 PM,,28.3,,,,,
2909,02/19/2018 05:33:17 PM,,28.4,,,,,
2910,02/19/2018 05:37:41 PM,10.846,,,,,,
2911,02/19/2018 05:41:55 PM,,28.5,,,,,
2912,02/19/2018 05:52:41 PM,10.748,,,,,,
2913,02/19/2018 06:07:41 PM,10.553,,,,,,
2914,02/19/2018 06:08:44 PM,,28.6,,,,,
2915,02/19/2018 06:15:38 PM,,28.7,,,,,
2916,02/19/2018 06:22:41 PM,10.553,,,,,,
2917,02/19/2018 06:36:19 PM,,28.8,,,,,
2918,02/19/2018 06:37:41 PM,10.357,,,,,,
2919,02/19/2018 06:52:41 PM,10.357,,,,,,
2920,02/19/2018 06:57:24 PM,,28.9,,,,,
2921,02/19/2018 07:04:35 PM,,29.0,,,,,
2922,02/19/2018 07:07:37 PM,,29.1,,,,,
2923,02/19/2018 07:07:41 PM,10.357,,,,,,
2924,02/19/2018 07:11:02 PM,,29.2,,,,,
2925,02/19/2018 07:12:37 PM,,29.3,,,,,
2926,02/19/2018 07:14:28 PM,,29.4,,,,,
2927,02/19/2018 07:16:01 PM,,29.5,,,,,
2928,02/19/2018 07:18:13 PM,,29.6,,,,,
2929,02/19/2018 07:20:23 PM,,29.7,,,,,
2930,02/19/2018 07:22:41 PM,10.259,,,,,,
2931,02/19/2018 07:22:57 PM,,29.8,,,,,
2932,02/19/2018 07:25:24 PM,,29.9,,,,,
2933,02/19/2018 07:27:39 PM,,30.0,,,,,
2934,02/19/2018 07:29:43 PM,,30.1,,,,,
2935,02/19/2018 07:31:43 PM,,30.2,,,,,
2936,02/19/2018 07:33:16 PM,,30.3,,,,,
2937,02/19/2018 07:34:54 PM,,30.4,,,,,
2938,02/19/2018 07:37:29 PM,,30.5,,,,,
2939,02/19/2018 07:37:41 PM,10.357,,,,,,
2940,02/19/2018 07:41:31 PM,,30.6,,,,,
2941,02/19/2018 07:46:28 PM,,30.7,,,,,
2942,02/19/2018 07:52:41 PM,10.259,,,,,,
2943,02/19/2018 07:54:02 PM,,30.8,,,,,
2944,02/19/2018 08:00:10 PM,,30.9,,,,,
2945,02/19/2018 08:06:27 PM,,31.0,,,,,
2946,02/19/2018 08:07:41 PM,10.063,,,,,,
2947,02/19/2018 08:09:29 PM,,31.1,,,,,
2948,02/19/2018 08:11:52 PM,,31.2,,,,,
2949,02/19/2018 08:14:46 PM,,31.3,,,,,
2950,02/19/2018 08:17:10 PM,,31.4,,,,,
2951,02/19/2018 08:20:03 PM,,31.5,,,,,
2952,02/19/2018 08:22:15 PM,,31.6,,,,,
2953,02/19/2018 08:22:41 PM,10.259,,,,,,
2954,02/19/2018 08:24:15 PM,,31.7,,,,,
2955,02/19/2018 08:26:02 PM,,31.8,,,,,
2956,02/19/2018 08:28:12 PM,,31.9,,,,,
2957,02/19/2018 08:30:15 PM,,32.0,,,,,
2958,02/19/2018 08:31:34 PM,,32.1,,,,,
2959,02/19/2018 08:33:12 PM,,32.2,,,,,
2960,02/19/2018 08:34:43 PM,,32.3,,,,,
2961,02/19/2018 08:36:18 PM,,32.4,,,,,
2962,02/19/2018 08:37:41 PM,10.063,,,,,,
2963,02/19/2018 08:38:33 PM,,32.5,,,,,
2964,02/19/2018 08:41:43 PM,,32.6,,,,,
2965,02/19/2018 08:44:53 PM,,32.7,,,,,
2966,02/19/2018 08:47:58 PM,,32.8,,,,,
2967,02/19/2018 08:50:38 PM,,32.9,,,,,
2968,02/19/2018 08:52:41 PM,9.669,,,,,,
2969,02/19/2018 08:54:32 PM,,33.0,,,,,
2970,02/19/2018 09:07:41 PM,9.571,,,,,,
2971,02/19/2018 09:22:41 PM,9.275,,,,,,
2972,02/19/2018 09:24:59 PM,,33.1,,,,,
2973,02/19/2018 09:37:41 PM,8.978,,,,,,
2974,02/19/2018 09:52:41 PM,8.779,,,,,,
2975,02/19/2018 10:07:41 PM,8.779,,,,,,
2976,02/19/2018 10:22:41 PM,8.779,,,,,,
2977,02/19/2018 10:37:41 PM,8.879,,,,,,
2978,02/19/2018 10:52:41 PM,8.680,,,,,,
2979,02/19/2018 11:07:41 PM,8.581,,,,,,
2980,02/19/2018 11:22:41 PM,8.382,,,,,,
2981,02/19/2018 11:37:41 PM,8.382,,,,,,
2982,02/19/2018 11:52:41 PM,8.182,,,,,,
2983,02/20/2018 12:07:41 AM,8.082,,,,,,
2984,02/20/2018 12:22:41 AM,8.282,,,,,,
2985,02/20/2018 12:37:41 AM,8.382,,,,,,
2986,02/20/2018 12:52:41 AM,8.481,,,,,,
2987,02/20/2018 01:07:41 AM,8.581,,,,,,
2988,02/20/2018 01:22:41 AM,8.581,,,,,,
2989,02/20/2018 01:37:41 AM,8.481,,,,,,
2990,02/20/2018 01:52:41 AM,8.581,,,,,,
2991,02/20/2018 02:07:41 AM,8.581,,,,,,
2992,02/20/2018 02:22:41 AM,8.879,,,,,,
2993,02/20/2018 02:37:41 AM,9.373,,,,,,
2994,02/20/2018 02:52:41 AM,9.275,,,,,,
2995,02/20/2018 03:07:41 AM,9.275,,,,,,
2996,02/20/2018 03:22:41 AM,9.472,,,,,,
2997,02/20/2018 03:37:41 AM,9.472,,,,,,
2998,02/20/2018 03:52:41 AM,9.176,,,,,,
2999,02/20/2018 04:07:41 AM,8.978,,,,,,
3000,02/20/2018 04:22:41 AM,8.779,,,,,,
3001,02/20/2018 04:37:41 AM,8.282,,,,,,
3002,02/20/2018 04:52:41 AM,8.082,,,,,,
3003,02/20/2018 05:07:41 AM,8.082,,,,,,
3004,02/20/2018 05:22:41 AM,8.182,,,,,,
3005,02/20/2018 05:37:41 AM,8.182,,,,,,
3006,02/20/2018 05:52:41 AM,7.882,,,,,,
3007,02/20/2018 06:07:41 AM,7.782,,,,,,
3008,02/20/2018 06:22:41 AM,7.682,,,,,,
3009,02/20/2018 06:37:41 AM,7.582,,,,,,
3010,02/20/2018 06:52:41 AM,7.682,,,,,,
3011,02/20/2018 07:07:41 AM,7.983,,,,,,
3012,02/20/2018 07:22:41 AM,8.282,,,,,,
3013,02/20/2018 07:37:41 AM,8.879,,,,,,
3014,02/20/2018 07:52:41 AM,9.866,,,,,,
3015,02/20/2018 08:07:41 AM,10.944,,,,,,
3016,02/20/2018 08:22:41 AM,12.207,,,,,,
3017,02/20/2018 08:37:41 AM,13.461,,,,,,
3018,02/20/2018 08:52:41 AM,14.325,,,,,,
3019,02/20/2018 09:07:41 AM,14.038,,,,,,
3020,02/20/2018 09:22:41 AM,15.378,,,,,,
3021,02/20/2018 09:37:41 AM,16.141,,,,,,
3022,02/20/2018 09:52:41 AM,17.760,,,,,,
3023,02/20/2018 10:07:41 AM,19.853,,,,,,
3024,02/20/2018 10:22:41 AM,20.710,,,,,,
3025,02/20/2018 10:37:41 AM,21.187,,,,,,
3026,02/20/2018 10:52:41 AM,21.664,,,,,,
3027,02/20/2018 11:07:41 AM,22.429,,,,,,
3028,02/20/2018 11:22:41 AM,18.996,,,,,,
3029,02/20/2018 11:37:41 AM,18.711,,,,,,
3030,02/20/2018 11:52:41 AM,18.331,,,,,,
3031,02/20/2018 12:07:41 PM,18.140,,,,,,
3032,02/20/2018 12:22:41 PM,16.999,,,,,,
3033,02/20/2018 12:37:41 PM,16.427,,,,,,
3034,02/20/2018 12:52:41 PM,16.046,,,,,,
3035,02/20/2018 01:07:41 PM,16.808,,,,,,
3036,02/20/2018 01:22:41 PM,16.332,,,,,,
3037,02/20/2018 01:37:41 PM,14.517,,,,,,
3038,02/20/2018 01:37:59 PM,,33.2,,,,,
3039,02/20/2018 01:52:41 PM,13.365,,,,,,
3040,02/20/2018 02:07:41 PM,14.804,,,,,,
3041,02/20/2018 02:22:41 PM,15.282,,,,,,
3042,02/20/2018 02:37:41 PM,15.664,,,,,,
3043,02/20/2018 02:52:41 PM,15.378,,,,,,
3044,02/20/2018 03:07:41 PM,16.141,,,,,,
3045,02/20/2018 03:22:41 PM,18.236,,,,,,
3046,02/20/2018 03:37:41 PM,18.140,,,,,,
3047,02/20/2018 03:52:41 PM,17.570,,,,,,
3048,02/20/2018 04:07:41 PM,16.332,,,,,,
3049,02/20/2018 04:22:41 PM,15.951,,,,,,
3050,02/20/2018 04:37:41 PM,14.804,,,,,,
3051,02/20/2018 04:52:41 PM,14.804,,,,,,
3052,02/20/2018 05:07:41 PM,13.365,,,,,,
3053,02/20/2018 05:22:41 PM,12.787,,,,,,
3054,02/20/2018 05:37:41 PM,11.722,,,,,,
3055,02/20/2018 05:52:41 PM,11.334,,,,,,
3056,02/20/2018 06:07:41 PM,10.846,,,,,,
3057,02/20/2018 06:22:41 PM,10.553,,,,,,
3058,02/20/2018 06:37:41 PM,10.357,,,,,,
3059,02/20/2018 06:52:41 PM,10.161,,,,,,
3060,02/20/2018 07:07:41 PM,9.965,,,,,,
3061,02/20/2018 07:22:41 PM,9.965,,,,,,
3062,02/20/2018 07:37:41 PM,9.965,,,,,,
3063,02/20/2018 07:52:41 PM,9.965,,,,,,
3064,02/20/2018 08:07:41 PM,9.965,,,,,,
3065,02/20/2018 08:22:41 PM,9.965,,,,,,
3066,02/20/2018 08:37:41 PM,9.965,,,,,,
3067,02/20/2018 08:52:41 PM,9.866,,,,,,
3068,02/20/2018 09:07:41 PM,9.866,,,,,,
3069,02/20/2018 09:22:41 PM,9.866,,,,,,
3070,02/20/2018 09:37:41 PM,9.768,,,,,,
3071,02/20/2018 09:52:41 PM,9.768,,,,,,
3072,02/20/2018 10:07:41 PM,9.472,,,,,,
3073,02/20/2018 10:22:41 PM,9.176,,,,,,
3074,02/20/2018 10:37:41 PM,9.077,,,,,,
3075,02/20/2018 10:52:41 PM,9.077,,,,,,
3076,02/20/2018 11:07:41 PM,9.077,,,,,,
3077,02/20/2018 11:22:41 PM,9.077,,,,,,
3078,02/20/2018 11:31:20 PM,,33.3,,,,,
3079,02/20/2018 11:37:41 PM,8.978,,,,,,
