"Título de trazado: M5023"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C","Event, mm","Acoplador separado","Acoplador adjunto","Host conectado","Parado","Final de archivo"
1643,02/08/2018 04:52:41 PM,13.846,,,,,,
1644,02/08/2018 05:07:41 PM,13.461,,,,,,
1645,02/08/2018 05:22:41 PM,12.980,,,,,,
1646,02/08/2018 05:37:41 PM,12.883,,,,,,
1647,02/08/2018 05:52:41 PM,12.497,,,,,,
1648,02/08/2018 06:07:41 PM,12.401,,,,,,
1649,02/08/2018 06:22:41 PM,12.110,,,,,,
1650,02/08/2018 06:37:41 PM,11.916,,,,,,
1651,02/08/2018 06:52:41 PM,11.528,,,,,,
1652,02/08/2018 07:07:41 PM,11.334,,,,,,
1653,02/08/2018 07:22:41 PM,11.139,,,,,,
1654,02/08/2018 07:37:41 PM,10.944,,,,,,
1655,02/08/2018 07:52:41 PM,10.846,,,,,,
1656,02/08/2018 08:07:41 PM,10.846,,,,,,
1657,02/08/2018 08:22:41 PM,10.846,,,,,,
1658,02/08/2018 08:37:41 PM,10.748,,,,,,
1659,02/08/2018 08:52:41 PM,10.748,,,,,,
1660,02/08/2018 09:07:41 PM,10.748,,,,,,
1661,02/08/2018 09:22:41 PM,10.651,,,,,,
1662,02/08/2018 09:37:41 PM,10.651,,,,,,
1663,02/08/2018 09:52:41 PM,10.553,,,,,,
1664,02/08/2018 10:07:41 PM,10.455,,,,,,
1665,02/08/2018 10:22:41 PM,10.357,,,,,,
1666,02/08/2018 10:37:41 PM,10.357,,,,,,
1667,02/08/2018 10:52:41 PM,10.357,,,,,,
1668,02/08/2018 11:07:41 PM,10.357,,,,,,
1669,02/08/2018 11:22:41 PM,10.259,,,,,,
1670,02/08/2018 11:37:41 PM,10.259,,,,,,
1671,02/08/2018 11:52:41 PM,10.259,,,,,,
1672,02/09/2018 12:07:41 AM,10.161,,,,,,
1673,02/09/2018 12:22:41 AM,9.965,,,,,,
1674,02/09/2018 12:37:41 AM,9.866,,,,,,
1675,02/09/2018 12:52:41 AM,9.768,,,,,,
1676,02/09/2018 01:07:41 AM,9.669,,,,,,
1677,02/09/2018 01:22:41 AM,9.571,,,,,,
1678,02/09/2018 01:37:41 AM,9.571,,,,,,
1679,02/09/2018 01:52:41 AM,9.472,,,,,,
1680,02/09/2018 02:07:41 AM,9.275,,,,,,
1681,02/09/2018 02:22:41 AM,9.275,,,,,,
1682,02/09/2018 02:37:41 AM,9.077,,,,,,
1683,02/09/2018 02:52:41 AM,8.978,,,,,,
1684,02/09/2018 03:07:41 AM,8.879,,,,,,
1685,02/09/2018 03:22:41 AM,8.680,,,,,,
1686,02/09/2018 03:37:41 AM,8.382,,,,,,
1687,02/09/2018 03:52:41 AM,7.682,,,,,,
1688,02/09/2018 04:07:41 AM,6.978,,,,,,
1689,02/09/2018 04:22:41 AM,6.674,,,,,,
1690,02/09/2018 04:37:41 AM,6.370,,,,,,
1691,02/09/2018 04:52:41 AM,6.370,,,,,,
1692,02/09/2018 05:07:41 AM,6.166,,,,,,
1693,02/09/2018 05:22:41 AM,6.064,,,,,,
1694,02/09/2018 05:37:41 AM,6.064,,,,,,
1695,02/09/2018 05:52:41 AM,6.064,,,,,,
1696,02/09/2018 06:07:41 AM,5.962,,,,,,
1697,02/09/2018 06:22:41 AM,5.655,,,,,,
1698,02/09/2018 06:37:41 AM,6.064,,,,,,
1699,02/09/2018 06:52:41 AM,6.471,,,,,,
1700,02/09/2018 07:07:41 AM,6.370,,,,,,
1701,02/09/2018 07:22:41 AM,8.382,,,,,,
1702,02/09/2018 07:37:41 AM,10.063,,,,,,
1703,02/09/2018 07:52:41 AM,12.110,,,,,,
1704,02/09/2018 08:07:41 AM,14.517,,,,,,
1705,02/09/2018 08:22:41 AM,15.473,,,,,,
1706,02/09/2018 08:37:41 AM,17.284,,,,,,
1707,02/09/2018 08:52:41 AM,16.999,,,,,,
1708,02/09/2018 09:07:41 AM,17.855,,,,,,
1709,02/09/2018 09:22:41 AM,18.045,,,,,,
1710,02/09/2018 09:37:41 AM,18.426,,,,,,
1711,02/09/2018 09:52:41 AM,18.426,,,,,,
1712,02/09/2018 10:07:41 AM,18.331,,,,,,
1713,02/09/2018 10:22:41 AM,18.045,,,,,,
1714,02/09/2018 10:37:41 AM,18.616,,,,,,
1715,02/09/2018 10:52:41 AM,16.427,,,,,,
1716,02/09/2018 11:07:41 AM,14.996,,,,,,
1717,02/09/2018 11:22:41 AM,16.523,,,,,,
1718,02/09/2018 11:37:41 AM,15.951,,,,,,
1719,02/09/2018 11:52:41 AM,14.900,,,,,,
1720,02/09/2018 12:07:41 PM,14.038,,,,,,
1721,02/09/2018 12:22:41 PM,14.038,,,,,,
1722,02/09/2018 12:37:41 PM,14.613,,,,,,
1723,02/09/2018 12:52:41 PM,14.996,,,,,,
1724,02/09/2018 01:07:41 PM,14.517,,,,,,
1725,02/09/2018 01:22:41 PM,15.855,,,,,,
1726,02/09/2018 01:37:41 PM,15.760,,,,,,
1727,02/09/2018 01:52:41 PM,15.569,,,,,,
1728,02/09/2018 02:07:41 PM,15.569,,,,,,
1729,02/09/2018 02:22:41 PM,14.517,,,,,,
1730,02/09/2018 02:37:41 PM,16.046,,,,,,
1731,02/09/2018 02:52:41 PM,16.523,,,,,,
1732,02/09/2018 03:07:41 PM,15.282,,,,,,
1733,02/09/2018 03:22:41 PM,14.996,,,,,,
1734,02/09/2018 03:37:41 PM,14.709,,,,,,
1735,02/09/2018 03:52:41 PM,13.750,,,,,,
1736,02/09/2018 04:07:41 PM,13.173,,,,,,
1737,02/09/2018 04:22:41 PM,12.690,,,,,,
1738,02/09/2018 04:37:41 PM,12.207,,,,,,
1739,02/09/2018 04:52:41 PM,11.916,,,,,,
1740,02/09/2018 05:07:41 PM,11.528,,,,,,
1741,02/09/2018 05:22:41 PM,11.139,,,,,,
1742,02/09/2018 05:37:41 PM,10.846,,,,,,
1743,02/09/2018 05:52:41 PM,10.651,,,,,,
1744,02/09/2018 06:07:41 PM,10.553,,,,,,
1745,02/09/2018 06:22:41 PM,10.357,,,,,,
1746,02/09/2018 06:37:41 PM,10.259,,,,,,
1747,02/09/2018 06:52:41 PM,10.063,,,,,,
1748,02/09/2018 07:07:41 PM,9.965,,,,,,
1749,02/09/2018 07:22:41 PM,9.866,,,,,,
1750,02/09/2018 07:37:41 PM,9.571,,,,,,
1751,02/09/2018 07:52:41 PM,9.571,,,,,,
1752,02/09/2018 08:07:41 PM,9.571,,,,,,
1753,02/09/2018 08:22:41 PM,9.571,,,,,,
1754,02/09/2018 08:37:41 PM,9.571,,,,,,
1755,02/09/2018 08:52:41 PM,9.472,,,,,,
1756,02/09/2018 09:07:41 PM,9.472,,,,,,
1757,02/09/2018 09:22:41 PM,9.373,,,,,,
1758,02/09/2018 09:37:41 PM,9.373,,,,,,
1759,02/09/2018 09:52:41 PM,9.373,,,,,,
1760,02/09/2018 10:07:41 PM,9.275,,,,,,
1761,02/09/2018 10:22:41 PM,9.275,,,,,,
1762,02/09/2018 10:37:41 PM,9.275,,,,,,
1763,02/09/2018 10:52:41 PM,9.275,,,,,,
1764,02/09/2018 11:07:41 PM,9.275,,,,,,
1765,02/09/2018 11:22:41 PM,9.176,,,,,,
1766,02/09/2018 11:37:41 PM,9.176,,,,,,
1767,02/09/2018 11:52:41 PM,9.176,,,,,,
1768,02/10/2018 12:07:41 AM,9.176,,,,,,
1769,02/10/2018 12:22:41 AM,9.176,,,,,,
1770,02/10/2018 12:37:41 AM,9.176,,,,,,
1771,02/10/2018 12:52:41 AM,9.176,,,,,,
1772,02/10/2018 01:07:41 AM,9.176,,,,,,
1773,02/10/2018 01:22:41 AM,9.077,,,,,,
1774,02/10/2018 01:37:41 AM,9.077,,,,,,
1775,02/10/2018 01:52:41 AM,9.077,,,,,,
1776,02/10/2018 02:07:41 AM,8.978,,,,,,
1777,02/10/2018 02:22:41 AM,8.978,,,,,,
1778,02/10/2018 02:37:41 AM,8.978,,,,,,
1779,02/10/2018 02:52:41 AM,8.879,,,,,,
1780,02/10/2018 03:07:41 AM,8.779,,,,,,
1781,02/10/2018 03:22:41 AM,8.282,,,,,,
1782,02/10/2018 03:37:41 AM,7.782,,,,,,
1783,02/10/2018 03:52:41 AM,6.877,,,,,,
1784,02/10/2018 04:07:41 AM,6.166,,,,,,
1785,02/10/2018 04:22:41 AM,5.552,,,,,,
1786,02/10/2018 04:37:41 AM,6.064,,,,,,
1787,02/10/2018 04:52:41 AM,6.471,,,,,,
1788,02/10/2018 05:07:41 AM,6.268,,,,,,
1789,02/10/2018 05:22:41 AM,5.860,,,,,,
1790,02/10/2018 05:37:41 AM,5.757,,,,,,
1791,02/10/2018 05:52:41 AM,6.166,,,,,,
1792,02/10/2018 06:07:41 AM,6.978,,,,,,
1793,02/10/2018 06:22:41 AM,7.179,,,,,,
1794,02/10/2018 06:37:41 AM,7.280,,,,,,
1795,02/10/2018 06:52:41 AM,7.582,,,,,,
1796,02/10/2018 07:07:41 AM,7.882,,,,,,
1797,02/10/2018 07:22:41 AM,8.382,,,,,,
1798,02/10/2018 07:37:41 AM,9.275,,,,,,
1799,02/10/2018 07:52:41 AM,10.161,,,,,,
1800,02/10/2018 08:07:41 AM,10.651,,,,,,
1801,02/10/2018 08:22:41 AM,12.883,,,,,,
1802,02/10/2018 08:37:41 AM,14.421,,,,,,
1803,02/10/2018 08:52:41 AM,14.038,,,,,,
1804,02/10/2018 09:07:41 AM,13.750,,,,,,
1805,02/10/2018 09:22:41 AM,15.473,,,,,,
1806,02/10/2018 09:37:41 AM,14.709,,,,,,
1807,02/10/2018 09:52:41 AM,15.569,,,,,,
1808,02/10/2018 10:07:41 AM,15.664,,,,,,
1809,02/10/2018 10:22:41 AM,15.091,,,,,,
1810,02/10/2018 10:37:41 AM,15.187,,,,,,
1811,02/10/2018 10:52:41 AM,15.187,,,,,,
1812,02/10/2018 11:07:41 AM,16.427,,,,,,
1813,02/10/2018 11:22:41 AM,18.045,,,,,,
1814,02/10/2018 11:37:41 AM,16.903,,,,,,
1815,02/10/2018 11:52:41 AM,19.662,,,,,,
1816,02/10/2018 12:07:41 PM,21.569,,,,,,
1817,02/10/2018 12:22:41 PM,21.760,,,,,,
1818,02/10/2018 12:37:41 PM,18.616,,,,,,
1819,02/10/2018 12:52:41 PM,19.853,,,,,,
1820,02/10/2018 01:07:41 PM,19.377,,,,,,
1821,02/10/2018 01:22:41 PM,17.760,,,,,,
1822,02/10/2018 01:37:41 PM,17.665,,,,,,
1823,02/10/2018 01:52:41 PM,17.665,,,,,,
1824,02/10/2018 02:07:41 PM,16.332,,,,,,
1825,02/10/2018 02:22:41 PM,15.569,,,,,,
1826,02/10/2018 02:37:41 PM,14.613,,,,,,
1827,02/10/2018 02:52:41 PM,14.996,,,,,,
1828,02/10/2018 03:07:41 PM,13.654,,,,,,
1829,02/10/2018 03:22:41 PM,12.980,,,,,,
1830,02/10/2018 03:37:41 PM,11.916,,,,,,
1831,02/10/2018 03:52:41 PM,11.041,,,,,,
1832,02/10/2018 04:07:41 PM,10.651,,,,,,
1833,02/10/2018 04:22:41 PM,10.357,,,,,,
1834,02/10/2018 04:37:41 PM,10.455,,,,,,
1835,02/10/2018 04:52:41 PM,10.651,,,,,,
1836,02/10/2018 05:07:41 PM,10.846,,,,,,
1837,02/10/2018 05:22:41 PM,10.846,,,,,,
1838,02/10/2018 05:37:41 PM,11.139,,,,,,
1839,02/10/2018 05:52:41 PM,11.041,,,,,,
1840,02/10/2018 06:07:41 PM,10.651,,,,,,
1841,02/10/2018 06:22:41 PM,10.357,,,,,,
1842,02/10/2018 06:37:41 PM,10.161,,,,,,
1843,02/10/2018 06:52:41 PM,9.965,,,,,,
1844,02/10/2018 07:07:41 PM,9.866,,,,,,
1845,02/10/2018 07:22:41 PM,9.768,,,,,,
1846,02/10/2018 07:37:41 PM,9.669,,,,,,
1847,02/10/2018 07:52:41 PM,9.571,,,,,,
1848,02/10/2018 08:07:41 PM,9.571,,,,,,
1849,02/10/2018 08:22:41 PM,9.472,,,,,,
1850,02/10/2018 08:37:41 PM,9.176,,,,,,
1851,02/10/2018 08:52:41 PM,9.176,,,,,,
1852,02/10/2018 09:07:41 PM,9.176,,,,,,
1853,02/10/2018 09:22:41 PM,9.176,,,,,,
1854,02/10/2018 09:37:41 PM,9.176,,,,,,
1855,02/10/2018 09:52:41 PM,9.275,,,,,,
1856,02/10/2018 10:07:41 PM,9.373,,,,,,
1857,02/10/2018 10:22:41 PM,9.472,,,,,,
1858,02/10/2018 10:37:41 PM,9.373,,,,,,
1859,02/10/2018 10:52:41 PM,9.373,,,,,,
1860,02/10/2018 11:07:41 PM,9.373,,,,,,
1861,02/10/2018 11:22:41 PM,9.275,,,,,,
1862,02/10/2018 11:37:41 PM,9.275,,,,,,
1863,02/10/2018 11:52:41 PM,9.176,,,,,,
1864,02/11/2018 12:07:41 AM,9.077,,,,,,
1865,02/11/2018 12:22:41 AM,8.978,,,,,,
1866,02/11/2018 12:37:41 AM,8.978,,,,,,
1867,02/11/2018 12:52:41 AM,8.978,,,,,,
1868,02/11/2018 01:07:41 AM,8.879,,,,,,
1869,02/11/2018 01:22:41 AM,8.680,,,,,,
1870,02/11/2018 01:37:41 AM,8.581,,,,,,
1871,02/11/2018 01:52:41 AM,8.382,,,,,,
1872,02/11/2018 02:07:41 AM,8.282,,,,,,
1873,02/11/2018 02:22:41 AM,8.182,,,,,,
1874,02/11/2018 02:37:41 AM,8.082,,,,,,
1875,02/11/2018 02:52:41 AM,8.082,,,,,,
1876,02/11/2018 03:07:41 AM,7.983,,,,,,
1877,02/11/2018 03:22:41 AM,7.983,,,,,,
1878,02/11/2018 03:37:41 AM,7.882,,,,,,
1879,02/11/2018 03:52:41 AM,7.682,,,,,,
1880,02/11/2018 04:07:41 AM,7.682,,,,,,
1881,02/11/2018 04:22:41 AM,7.682,,,,,,
1882,02/11/2018 04:37:41 AM,7.481,,,,,,
1883,02/11/2018 04:52:41 AM,7.280,,,,,,
1884,02/11/2018 05:07:41 AM,7.179,,,,,,
1885,02/11/2018 05:22:41 AM,7.179,,,,,,
1886,02/11/2018 05:37:41 AM,7.179,,,,,,
1887,02/11/2018 05:52:41 AM,7.280,,,,,,
1888,02/11/2018 06:07:41 AM,7.179,,,,,,
1889,02/11/2018 06:22:41 AM,7.381,,,,,,
1890,02/11/2018 06:37:41 AM,7.582,,,,,,
1891,02/11/2018 06:52:41 AM,7.882,,,,,,
1892,02/11/2018 07:07:41 AM,8.082,,,,,,
1893,02/11/2018 07:22:41 AM,8.680,,,,,,
1894,02/11/2018 07:37:41 AM,9.472,,,,,,
1895,02/11/2018 07:52:41 AM,10.259,,,,,,
1896,02/11/2018 08:07:41 AM,11.139,,,,,,
1897,02/11/2018 08:22:41 AM,11.722,,,,,,
1898,02/11/2018 08:37:41 AM,12.401,,,,,,
1899,02/11/2018 08:52:41 AM,13.750,,,,,,
1900,02/11/2018 09:07:41 AM,16.237,,,,,,
1901,02/11/2018 09:22:41 AM,16.713,,,,,,
1902,02/11/2018 09:37:41 AM,16.332,,,,,,
1903,02/11/2018 09:52:41 AM,15.282,,,,,,
1904,02/11/2018 10:07:41 AM,16.523,,,,,,
1905,02/11/2018 10:22:41 AM,17.760,,,,,,
1906,02/11/2018 10:37:41 AM,18.426,,,,,,
1907,02/11/2018 10:52:41 AM,18.806,,,,,,
1908,02/11/2018 11:07:41 AM,19.187,,,,,,
1909,02/11/2018 11:22:41 AM,18.616,,,,,,
1910,02/11/2018 11:37:41 AM,17.284,,,,,,
1911,02/11/2018 11:52:41 AM,19.187,,,,,,
1912,02/11/2018 12:07:41 PM,21.855,,,,,,
1913,02/11/2018 12:22:41 PM,21.091,,,,,,
1914,02/11/2018 12:37:41 PM,19.662,,,,,,
1915,02/11/2018 12:52:41 PM,18.045,,,,,,
1916,02/11/2018 01:07:41 PM,16.618,,,,,,
1917,02/11/2018 01:22:41 PM,16.141,,,,,,
1918,02/11/2018 01:37:41 PM,15.951,,,,,,
1919,02/11/2018 01:52:41 PM,17.379,,,,,,
1920,02/11/2018 02:07:41 PM,17.475,,,,,,
1921,02/11/2018 02:22:41 PM,18.996,,,,,,
1922,02/11/2018 02:37:41 PM,20.234,,,,,,
1923,02/11/2018 02:52:41 PM,20.138,,,,,,
1924,02/11/2018 03:07:41 PM,19.282,,,,,,
1925,02/11/2018 03:22:41 PM,20.043,,,,,,
1926,02/11/2018 03:37:41 PM,20.043,,,,,,
1927,02/11/2018 03:52:41 PM,19.567,,,,,,
1928,02/11/2018 04:07:41 PM,18.996,,,,,,
1929,02/11/2018 04:22:41 PM,18.996,,,,,,
1930,02/11/2018 04:37:41 PM,16.903,,,,,,
1931,02/11/2018 04:52:41 PM,17.189,,,,,,
1932,02/11/2018 05:07:41 PM,16.427,,,,,,
1933,02/11/2018 05:22:41 PM,14.709,,,,,,
1934,02/11/2018 05:37:41 PM,12.980,,,,,,
1935,02/11/2018 05:52:41 PM,12.013,,,,,,
1936,02/11/2018 06:07:41 PM,11.431,,,,,,
1937,02/11/2018 06:22:41 PM,11.041,,,,,,
1938,02/11/2018 06:37:41 PM,10.357,,,,,,
1939,02/11/2018 06:52:41 PM,10.161,,,,,,
1940,02/11/2018 07:07:41 PM,10.063,,,,,,
1941,02/11/2018 07:22:41 PM,9.965,,,,,,
1942,02/11/2018 07:37:41 PM,9.866,,,,,,
1943,02/11/2018 07:52:41 PM,9.768,,,,,,
1944,02/11/2018 08:07:41 PM,9.768,,,,,,
1945,02/11/2018 08:22:41 PM,9.768,,,,,,
1946,02/11/2018 08:37:41 PM,9.472,,,,,,
1947,02/11/2018 08:52:41 PM,9.275,,,,,,
1948,02/11/2018 09:07:41 PM,9.176,,,,,,
1949,02/11/2018 09:22:41 PM,9.176,,,,,,
1950,02/11/2018 09:37:41 PM,8.978,,,,,,
1951,02/11/2018 09:52:41 PM,8.879,,,,,,
1952,02/11/2018 10:07:41 PM,8.581,,,,,,
1953,02/11/2018 10:22:41 PM,8.182,,,,,,
1954,02/11/2018 10:37:41 PM,7.882,,,,,,
1955,02/11/2018 10:52:41 PM,7.983,,,,,,
1956,02/11/2018 11:07:41 PM,7.983,,,,,,
1957,02/11/2018 11:22:41 PM,8.182,,,,,,
1958,02/11/2018 11:37:41 PM,8.182,,,,,,
1959,02/11/2018 11:52:41 PM,8.282,,,,,,
1960,02/12/2018 12:07:41 AM,8.182,,,,,,
1961,02/12/2018 12:22:41 AM,7.983,,,,,,
1962,02/12/2018 12:37:41 AM,7.682,,,,,,
1963,02/12/2018 12:52:41 AM,6.877,,,,,,
1964,02/12/2018 01:07:41 AM,6.471,,,,,,
1965,02/12/2018 01:22:41 AM,6.370,,,,,,
1966,02/12/2018 01:37:41 AM,6.064,,,,,,
1967,02/12/2018 01:52:41 AM,6.166,,,,,,
1968,02/12/2018 02:07:41 AM,6.370,,,,,,
1969,02/12/2018 02:22:41 AM,6.573,,,,,,
1970,02/12/2018 02:37:41 AM,6.370,,,,,,
1971,02/12/2018 02:52:41 AM,5.962,,,,,,
1972,02/12/2018 03:07:41 AM,5.655,,,,,,
1973,02/12/2018 03:22:41 AM,5.450,,,,,,
1974,02/12/2018 03:37:41 AM,5.244,,,,,,
1975,02/12/2018 03:52:41 AM,4.831,,,,,,
1976,02/12/2018 04:07:41 AM,4.623,,,,,,
1977,02/12/2018 04:22:41 AM,5.141,,,,,,
1978,02/12/2018 04:37:41 AM,5.450,,,,,,
1979,02/12/2018 04:52:41 AM,5.347,,,,,,
1980,02/12/2018 05:07:41 AM,5.450,,,,,,
1981,02/12/2018 05:22:41 AM,5.552,,,,,,
1982,02/12/2018 05:37:41 AM,5.757,,,,,,
1983,02/12/2018 05:52:41 AM,5.962,,,,,,
1984,02/12/2018 06:07:41 AM,6.064,,,,,,
1985,02/12/2018 06:22:41 AM,6.268,,,,,,
1986,02/12/2018 06:37:41 AM,6.471,,,,,,
1987,02/12/2018 06:52:41 AM,6.573,,,,,,
1988,02/12/2018 07:07:41 AM,6.573,,,,,,
1989,02/12/2018 07:22:41 AM,7.481,,,,,,
1990,02/12/2018 07:37:41 AM,8.282,,,,,,
1991,02/12/2018 07:52:41 AM,8.382,,,,,,
1992,02/12/2018 08:07:41 AM,8.779,,,,,,
1993,02/12/2018 08:22:41 AM,9.768,,,,,,
1994,02/12/2018 08:37:41 AM,11.139,,,,,,
1995,02/12/2018 08:52:41 AM,14.613,,,,,,
1996,02/12/2018 09:07:41 AM,15.760,,,,,,
1997,02/12/2018 09:22:41 AM,16.523,,,,,,
1998,02/12/2018 09:37:41 AM,15.760,,,,,,
1999,02/12/2018 09:52:41 AM,15.664,,,,,,
2000,02/12/2018 10:07:41 AM,16.427,,,,,,
2001,02/12/2018 10:22:41 AM,17.950,,,,,,
2002,02/12/2018 10:37:41 AM,18.616,,,,,,
2003,02/12/2018 10:52:41 AM,20.901,,,,,,
2004,02/12/2018 11:07:41 AM,20.805,,,,,,
2005,02/12/2018 11:22:41 AM,18.806,,,,,,
2006,02/12/2018 11:37:41 AM,16.999,,,,,,
2007,02/12/2018 11:52:41 AM,15.473,,,,,,
2008,02/12/2018 12:07:41 PM,14.900,,,,,,
2009,02/12/2018 12:22:41 PM,15.664,,,,,,
2010,02/12/2018 12:37:41 PM,15.473,,,,,,
2011,02/12/2018 12:52:41 PM,15.091,,,,,,
2012,02/12/2018 01:07:41 PM,14.325,,,,,,
2013,02/12/2018 01:22:41 PM,14.421,,,,,,
2014,02/12/2018 01:37:41 PM,14.613,,,,,,
2015,02/12/2018 01:52:41 PM,14.230,,,,,,
2016,02/12/2018 02:07:41 PM,14.421,,,,,,
2017,02/12/2018 02:22:41 PM,15.760,,,,,,
2018,02/12/2018 02:37:41 PM,16.427,,,,,,
2019,02/12/2018 02:52:41 PM,18.711,,,,,,
2020,02/12/2018 03:07:41 PM,20.615,,,,,,
2021,02/12/2018 03:22:41 PM,20.710,,,,,,
2022,02/12/2018 03:37:41 PM,20.805,,,,,,
2023,02/12/2018 03:52:41 PM,19.567,,,,,,
2024,02/12/2018 04:07:41 PM,20.234,,,,,,
2025,02/12/2018 04:22:41 PM,20.138,,,,,,
2026,02/12/2018 04:37:41 PM,19.662,,,,,,
2027,02/12/2018 04:52:41 PM,17.284,,,,,,
2028,02/12/2018 05:07:41 PM,17.475,,,,,,
2029,02/12/2018 05:22:41 PM,16.046,,,,,,
2030,02/12/2018 05:37:41 PM,14.134,,,,,,
2031,02/12/2018 05:52:41 PM,13.076,,,,,,
2032,02/12/2018 06:07:41 PM,12.110,,,,,,
2033,02/12/2018 06:22:41 PM,11.236,,,,,,
2034,02/12/2018 06:37:41 PM,10.259,,,,,,
2035,02/12/2018 06:52:41 PM,9.768,,,,,,
2036,02/12/2018 07:07:41 PM,9.373,,,,,,
2037,02/12/2018 07:22:41 PM,9.077,,,,,,
2038,02/12/2018 07:37:41 PM,8.879,,,,,,
2039,02/12/2018 07:52:41 PM,8.581,,,,,,
2040,02/12/2018 08:07:41 PM,7.983,,,,,,
2041,02/12/2018 08:22:41 PM,7.782,,,,,,
2042,02/12/2018 08:37:41 PM,7.582,,,,,,
2043,02/12/2018 08:52:41 PM,7.381,,,,,,
2044,02/12/2018 09:07:41 PM,7.079,,,,,,
2045,02/12/2018 09:22:41 PM,7.079,,,,,,
2046,02/12/2018 09:37:41 PM,6.978,,,,,,
2047,02/12/2018 09:52:41 PM,6.674,,,,,,
2048,02/12/2018 10:07:41 PM,6.775,,,,,,
2049,02/12/2018 10:22:41 PM,6.775,,,,,,
2050,02/12/2018 10:37:41 PM,6.471,,,,,,
2051,02/12/2018 10:52:41 PM,6.471,,,,,,
2052,02/12/2018 11:07:41 PM,6.064,,,,,,
2053,02/12/2018 11:22:41 PM,5.655,,,,,,
2054,02/12/2018 11:37:41 PM,5.037,,,,,,
2055,02/12/2018 11:52:41 PM,4.831,,,,,,
2056,02/13/2018 12:07:41 AM,4.623,,,,,,
2057,02/13/2018 12:22:41 AM,4.934,,,,,,
2058,02/13/2018 12:37:41 AM,5.347,,,,,,
2059,02/13/2018 12:52:41 AM,4.831,,,,,,
2060,02/13/2018 01:07:41 AM,5.244,,,,,,
2061,02/13/2018 01:22:41 AM,5.757,,,,,,
2062,02/13/2018 01:37:41 AM,5.962,,,,,,
2063,02/13/2018 01:52:41 AM,6.064,,,,,,
2064,02/13/2018 02:07:41 AM,6.370,,,,,,
2065,02/13/2018 02:22:41 AM,6.573,,,,,,
2066,02/13/2018 02:37:41 AM,6.775,,,,,,
2067,02/13/2018 02:52:41 AM,7.079,,,,,,
2068,02/13/2018 03:07:41 AM,7.079,,,,,,
2069,02/13/2018 03:22:41 AM,6.877,,,,,,
2070,02/13/2018 03:37:41 AM,6.775,,,,,,
2071,02/13/2018 03:52:41 AM,6.471,,,,,,
2072,02/13/2018 04:07:41 AM,6.471,,,,,,
2073,02/13/2018 04:22:41 AM,6.268,,,,,,
2074,02/13/2018 04:37:41 AM,6.166,,,,,,
2075,02/13/2018 04:52:41 AM,5.860,,,,,,
2076,02/13/2018 05:07:41 AM,6.064,,,,,,
2077,02/13/2018 05:22:41 AM,5.962,,,,,,
2078,02/13/2018 05:37:41 AM,5.860,,,,,,
2079,02/13/2018 05:52:41 AM,5.860,,,,,,
2080,02/13/2018 06:07:41 AM,5.244,,,,,,
2081,02/13/2018 06:22:41 AM,5.037,,,,,,
2082,02/13/2018 06:37:41 AM,5.757,,,,,,
2083,02/13/2018 06:52:41 AM,5.962,,,,,,
2084,02/13/2018 07:07:41 AM,5.962,,,,,,
2085,02/13/2018 07:22:41 AM,8.282,,,,,,
2086,02/13/2018 07:37:41 AM,11.139,,,,,,
2087,02/13/2018 07:52:41 AM,13.076,,,,,,
2088,02/13/2018 08:07:41 AM,15.282,,,,,,
2089,02/13/2018 08:22:41 AM,16.999,,,,,,
2090,02/13/2018 08:37:41 AM,18.236,,,,,,
2091,02/13/2018 08:52:41 AM,18.521,,,,,,
2092,02/13/2018 09:07:41 AM,18.711,,,,,,
2093,02/13/2018 09:22:41 AM,19.377,,,,,,
2094,02/13/2018 09:37:41 AM,19.282,,,,,,
2095,02/13/2018 09:52:41 AM,21.473,,,,,,
2096,02/13/2018 10:07:41 AM,21.187,,,,,,
2097,02/13/2018 10:22:41 AM,21.760,,,,,,
2098,02/13/2018 10:37:41 AM,22.621,,,,,,
2099,02/13/2018 10:52:41 AM,21.378,,,,,,
2100,02/13/2018 11:07:41 AM,19.282,,,,,,
2101,02/13/2018 11:22:41 AM,19.187,,,,,,
2102,02/13/2018 11:37:41 AM,19.472,,,,,,
2103,02/13/2018 11:52:41 AM,19.472,,,,,,
2104,02/13/2018 12:07:41 PM,19.567,,,,,,
2105,02/13/2018 12:22:41 PM,18.045,,,,,,
2106,02/13/2018 12:37:41 PM,17.379,,,,,,
2107,02/13/2018 12:52:41 PM,17.284,,,,,,
2108,02/13/2018 01:07:41 PM,15.378,,,,,,
2109,02/13/2018 01:22:41 PM,15.664,,,,,,
2110,02/13/2018 01:37:41 PM,16.141,,,,,,
2111,02/13/2018 01:52:41 PM,15.855,,,,,,
2112,02/13/2018 02:07:41 PM,14.613,,,,,,
2113,02/13/2018 02:22:41 PM,15.282,,,,,,
2114,02/13/2018 02:37:41 PM,14.613,,,,,,
2115,02/13/2018 02:52:41 PM,13.750,,,,,,
2116,02/13/2018 03:07:41 PM,14.134,,,,,,
2117,02/13/2018 03:22:41 PM,14.517,,,,,,
2118,02/13/2018 03:37:41 PM,14.996,,,,,,
2119,02/13/2018 03:52:41 PM,15.091,,,,,,
2120,02/13/2018 04:07:41 PM,15.282,,,,,,
2121,02/13/2018 04:22:41 PM,14.996,,,,,,
