,,Calc_Stat_TA_5m,,Calc_Stat_TA_5m,,Calc_Stat_TA_5m,,Calc_Stat_RH_5m,,Calc_Stat_RH_5m,,Calc_Stat_RH_5m,,Calc_Stat_PA_5m,,Calc_Stat_PA_5m,,Calc_Stat_PA_5m,,Calc_Sum_PR_5m,,Calc_Stat_SR_5m,,Calc_Stat_SR_5m,,Calc_Stat_SR_5m,,Calc_Sum_SR_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Charger
date,time,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Sum,status,Avg,status,Max,status,Min,status,Sum,status,DirAvg,status,DirMax,status,DirMin,status,GustDir,status,SpdAvg,status,SpdMax,status,SpdMin,status,WRun,status,External_DC
3/11/18,11:10:06 AM,6.834,VALID,6.881,VALID,6.764,VALID,91.425,VALID,94.16,VALID,89.04,VALID,642.179,VALID,642.22,VALID,642.093,VALID,0,VALID,455.987,VALID,542.121,VALID,400.623,VALID,136796.141,VALID,64,VALID,94,VALID,25,VALID,73,VALID,6.07,VALID,9.102,VALID,2.5,VALID,7.437,VALID,14.191
3/11/18,11:15:06 AM,6.879,VALID,6.931,VALID,6.789,VALID,93.512,VALID,94.257,VALID,92.514,VALID,642.125,VALID,642.18,VALID,642.043,VALID,0,VALID,415.453,VALID,709.48,VALID,250.592,VALID,124635.797,VALID,49,VALID,85,VALID,3,VALID,67,VALID,5.25,VALID,9.203,VALID,3.102,VALID,6.546,VALID,14.186
3/11/18,11:20:06 AM,6.672,VALID,6.783,VALID,6.524,VALID,92.641,VALID,93.071,VALID,91.3,VALID,642.158,VALID,642.215,VALID,642.063,VALID,0,VALID,283.45,VALID,328.89,VALID,232.436,VALID,85035.016,VALID,63,VALID,93,VALID,23,VALID,65,VALID,5.945,VALID,10.703,VALID,2.102,VALID,7.319,VALID,14.158
3/11/18,11:25:06 AM,6.393,VALID,6.507,VALID,6.331,VALID,92.39,VALID,93.864,VALID,90.696,VALID,642.153,VALID,642.232,VALID,642.078,VALID,0,VALID,261.259,VALID,328.749,VALID,219.734,VALID,78377.711,VALID,62,VALID,90,VALID,27,VALID,48,VALID,6.742,VALID,10.602,VALID,4.102,VALID,8.278,VALID,14.154
3/11/18,11:30:06 AM,6.286,VALID,6.384,VALID,6.092,VALID,93.123,VALID,93.655,VALID,92.659,VALID,642.154,VALID,642.193,VALID,642.104,VALID,0,VALID,220.524,VALID,312.461,VALID,170.522,VALID,66157.055,VALID,63,VALID,95,VALID,40,VALID,72,VALID,6.688,VALID,9.703,VALID,3.797,VALID,8.136,VALID,14.159
3/11/18,11:35:06 AM,6.225,VALID,6.338,VALID,6.071,VALID,94.642,VALID,95.509,VALID,93.546,VALID,642.092,VALID,642.163,VALID,641.983,VALID,0,VALID,377.957,VALID,713.22,VALID,259.919,VALID,113387.07,VALID,51,VALID,84,VALID,15,VALID,59,VALID,6.047,VALID,9.203,VALID,3.602,VALID,7.457,VALID,14.157
3/11/18,11:40:06 AM,6.169,VALID,6.346,VALID,6.018,VALID,94.828,VALID,95.768,VALID,93.948,VALID,642.063,VALID,642.123,VALID,641.971,VALID,0,VALID,199.36,VALID,268.064,VALID,163.273,VALID,59807.871,VALID,56,VALID,92,VALID,21,VALID,72,VALID,5.828,VALID,10.5,VALID,2.898,VALID,7.198,VALID,14.153
3/11/18,11:45:06 AM,5.797,VALID,6.037,VALID,5.667,VALID,96.263,VALID,97.117,VALID,95.703,VALID,642.039,VALID,642.09,VALID,641.962,VALID,0,VALID,186.052,VALID,213.721,VALID,131.995,VALID,55815.539,VALID,56,VALID,89,VALID,24,VALID,61,VALID,5.773,VALID,8.898,VALID,3.297,VALID,7.096,VALID,14.157
3/11/18,11:50:06 AM,5.787,VALID,5.972,VALID,5.668,VALID,97.261,VALID,97.798,VALID,96.646,VALID,642.054,VALID,642.093,VALID,642.004,VALID,0,VALID,312.321,VALID,466.816,VALID,199.343,VALID,93696.414,VALID,55,VALID,95,VALID,22,VALID,46,VALID,5.984,VALID,9.398,VALID,3.297,VALID,7.355,VALID,14.157
3/11/18,11:55:06 AM,6.001,VALID,6.091,VALID,5.904,VALID,96.209,VALID,97.232,VALID,95.541,VALID,642.054,VALID,642.109,VALID,641.921,VALID,0.1,VALID,500.273,VALID,1766.015,VALID,180.966,VALID,150081.953,VALID,59,VALID,97,VALID,19,VALID,78,VALID,6.641,VALID,12.203,VALID,2.602,VALID,8.186,VALID,14.159
3/11/18,12:00:06 PM,6.029,VALID,6.435,VALID,5.747,VALID,96.892,VALID,98.32,VALID,96.256,VALID,642.015,VALID,642.061,VALID,641.874,VALID,0,VALID,385.286,VALID,542.794,VALID,254.389,VALID,115585.727,VALID,62,VALID,100,VALID,20,VALID,73,VALID,7.672,VALID,12.398,VALID,3.797,VALID,9.342,VALID,14.153
3/11/18,12:05:06 PM,6.058,VALID,6.341,VALID,5.768,VALID,97.329,VALID,98.055,VALID,96.63,VALID,642.001,VALID,642.053,VALID,641.948,VALID,0,VALID,541.239,VALID,1173.985,VALID,318.912,VALID,162371.672,VALID,63,VALID,99,VALID,25,VALID,72,VALID,5.711,VALID,8.602,VALID,3.297,VALID,7.004,VALID,14.155
3/11/18,12:10:06 PM,6.498,VALID,6.607,VALID,6.24,VALID,95.502,VALID,96.713,VALID,93.168,VALID,641.993,VALID,642.038,VALID,641.87,VALID,0,VALID,481.774,VALID,1030.461,VALID,342.164,VALID,144532.328,VALID,60,VALID,92,VALID,25,VALID,55,VALID,6.57,VALID,10.102,VALID,1.102,VALID,8.06,VALID,14.157
3/11/18,12:15:06 PM,6.454,VALID,6.62,VALID,6.271,VALID,93.315,VALID,94.242,VALID,92.482,VALID,641.956,VALID,642.021,VALID,641.887,VALID,0,VALID,459.334,VALID,589.101,VALID,344.05,VALID,137800.219,VALID,69,VALID,87,VALID,37,VALID,81,VALID,6.508,VALID,9.898,VALID,3.102,VALID,7.9,VALID,14.154
3/11/18,12:20:06 PM,6.205,VALID,6.313,VALID,6.089,VALID,94.877,VALID,95.9,VALID,94.408,VALID,641.909,VALID,641.954,VALID,641.818,VALID,0,VALID,479.07,VALID,976.901,VALID,335.682,VALID,143721,VALID,68,VALID,95,VALID,44,VALID,74,VALID,7.156,VALID,11.602,VALID,3.398,VALID,8.677,VALID,14.156
3/11/18,12:25:06 PM,6.215,VALID,6.472,VALID,6.079,VALID,94.649,VALID,95.948,VALID,93.073,VALID,641.866,VALID,641.95,VALID,641.768,VALID,0,VALID,493.723,VALID,1641.435,VALID,233.714,VALID,148116.891,VALID,58,VALID,83,VALID,20,VALID,55,VALID,5.648,VALID,9.5,VALID,1.602,VALID,6.961,VALID,14.154
3/11/18,12:30:06 PM,6.467,VALID,6.701,VALID,6.274,VALID,95.193,VALID,96.518,VALID,94.024,VALID,641.762,VALID,641.843,VALID,641.634,VALID,0,VALID,694.717,VALID,1698.854,VALID,322.51,VALID,208415.188,VALID,57,VALID,90,VALID,28,VALID,62,VALID,6.492,VALID,11.102,VALID,3.5,VALID,7.932,VALID,14.155
3/11/18,12:35:06 PM,6.8,VALID,6.986,VALID,6.558,VALID,93.924,VALID,96.079,VALID,92.454,VALID,641.656,VALID,641.704,VALID,641.568,VALID,0,VALID,527.887,VALID,1368.14,VALID,276.509,VALID,158366.219,VALID,49,VALID,89,VALID,20,VALID,51,VALID,6.484,VALID,10.203,VALID,2.5,VALID,7.973,VALID,14.122
3/11/18,12:40:06 PM,6.754,VALID,7.144,VALID,6.531,VALID,94.949,VALID,96.355,VALID,92.583,VALID,641.673,VALID,641.74,VALID,641.568,VALID,0,VALID,958.607,VALID,1627.693,VALID,545.681,VALID,287582.125,VALID,62,VALID,101,VALID,11,VALID,71,VALID,6.828,VALID,11.5,VALID,3.602,VALID,8.468,VALID,14.125
3/11/18,12:45:06 PM,6.917,VALID,7.077,VALID,6.719,VALID,94.291,VALID,95.883,VALID,92.487,VALID,641.684,VALID,641.745,VALID,641.593,VALID,0,VALID,887.624,VALID,1874.203,VALID,413.815,VALID,266287.312,VALID,61,VALID,85,VALID,30,VALID,55,VALID,7.539,VALID,11.102,VALID,3.797,VALID,9.19,VALID,14.127
3/11/18,12:50:06 PM,7.015,VALID,7.57,VALID,6.792,VALID,92.614,VALID,95.27,VALID,91.025,VALID,641.637,VALID,641.704,VALID,641.521,VALID,0,VALID,1029.519,VALID,1826.806,VALID,563.517,VALID,308855.719,VALID,56,VALID,85,VALID,20,VALID,65,VALID,7.539,VALID,11.602,VALID,4,VALID,9.232,VALID,14.121
3/11/18,12:55:06 PM,7.639,VALID,7.746,VALID,7.539,VALID,90.599,VALID,95.215,VALID,87.776,VALID,641.622,VALID,641.679,VALID,641.555,VALID,0,VALID,1194.212,VALID,1773.79,VALID,761.625,VALID,358263.562,VALID,67,VALID,96,VALID,43,VALID,58,VALID,7.711,VALID,12.102,VALID,3.102,VALID,9.389,VALID,14.131
3/11/18,1:00:06 PM,7.081,VALID,7.871,VALID,6.229,VALID,90.237,VALID,93.671,VALID,87.658,VALID,641.608,VALID,641.696,VALID,641.523,VALID,0,VALID,537.424,VALID,919.561,VALID,413.384,VALID,161227.312,VALID,63,VALID,94,VALID,31,VALID,61,VALID,7.234,VALID,10.797,VALID,4,VALID,8.833,VALID,14.091
3/11/18,1:05:06 PM,6.203,VALID,6.53,VALID,5.838,VALID,95.096,VALID,96.621,VALID,93.475,VALID,641.567,VALID,641.623,VALID,641.439,VALID,0,VALID,335.742,VALID,768.037,VALID,185.665,VALID,100722.719,VALID,59,VALID,95,VALID,14,VALID,71,VALID,5.875,VALID,8.898,VALID,3,VALID,7.233,VALID,14.099
3/11/18,1:10:06 PM,5.631,VALID,5.827,VALID,5.506,VALID,95.473,VALID,97.165,VALID,94.667,VALID,641.55,VALID,641.61,VALID,641.458,VALID,0,VALID,344.785,VALID,461.817,VALID,235.276,VALID,103435.547,VALID,61,VALID,91,VALID,11,VALID,64,VALID,5.961,VALID,9,VALID,2.797,VALID,7.307,VALID,14.125
3/11/18,1:15:06 PM,5.711,VALID,5.805,VALID,5.637,VALID,97.015,VALID,97.363,VALID,96.483,VALID,641.485,VALID,641.528,VALID,641.401,VALID,0,VALID,338.789,VALID,494.606,VALID,222.861,VALID,101636.672,VALID,49,VALID,82,VALID,16,VALID,49,VALID,5.812,VALID,9,VALID,2.102,VALID,7.137,VALID,14.122
3/11/18,1:20:06 PM,5.978,VALID,6.127,VALID,5.821,VALID,96.726,VALID,97.334,VALID,96.289,VALID,641.412,VALID,641.483,VALID,641.348,VALID,0,VALID,486.216,VALID,743.016,VALID,389.267,VALID,145864.812,VALID,61,VALID,97,VALID,25,VALID,68,VALID,5.375,VALID,8.203,VALID,2.5,VALID,6.602,VALID,14.126
3/11/18,1:25:06 PM,6.373,VALID,6.664,VALID,6.11,VALID,97.004,VALID,97.706,VALID,96.387,VALID,641.355,VALID,641.401,VALID,641.269,VALID,0,VALID,743.582,VALID,1682.77,VALID,354.545,VALID,223074.625,VALID,59,VALID,91,VALID,19,VALID,71,VALID,5.93,VALID,9.203,VALID,3.203,VALID,7.317,VALID,14.124
3/11/18,1:30:06 PM,6.684,VALID,7.188,VALID,6.319,VALID,94.419,VALID,98.112,VALID,91.152,VALID,641.323,VALID,641.398,VALID,641.191,VALID,0,VALID,476.093,VALID,1132.033,VALID,344.22,VALID,142827.812,VALID,66,VALID,92,VALID,37,VALID,67,VALID,6.227,VALID,9.797,VALID,3.297,VALID,7.582,VALID,14.102
3/11/18,1:35:06 PM,6.401,VALID,6.539,VALID,6.301,VALID,94.32,VALID,95.034,VALID,93.462,VALID,641.27,VALID,641.328,VALID,641.144,VALID,0,VALID,486.921,VALID,994.575,VALID,376.8,VALID,146076.359,VALID,57,VALID,92,VALID,17,VALID,51,VALID,6.969,VALID,12.898,VALID,2.5,VALID,8.536,VALID,14.103
3/11/18,1:40:06 PM,6.822,VALID,7.304,VALID,6.536,VALID,93.083,VALID,93.803,VALID,92.552,VALID,641.242,VALID,641.286,VALID,641.176,VALID,0,VALID,844.783,VALID,1769.237,VALID,441.12,VALID,253434.984,VALID,52,VALID,89,VALID,13,VALID,59,VALID,6.633,VALID,11,VALID,2.797,VALID,8.107,VALID,14.107
3/11/18,1:45:06 PM,6.943,VALID,7.501,VALID,6.514,VALID,93.367,VALID,95.373,VALID,91.449,VALID,641.179,VALID,641.258,VALID,641.082,VALID,0,VALID,478.297,VALID,1304.072,VALID,287.519,VALID,143489.203,VALID,56,VALID,88,VALID,19,VALID,62,VALID,5.875,VALID,9.102,VALID,3.297,VALID,7.321,VALID,14.086
3/11/18,1:50:06 PM,7.146,VALID,7.826,VALID,6.713,VALID,91.698,VALID,93.334,VALID,90.049,VALID,641.091,VALID,641.151,VALID,641.035,VALID,0,VALID,1140.563,VALID,1415.361,VALID,618.044,VALID,342168.844,VALID,70,VALID,112,VALID,40,VALID,59,VALID,5.922,VALID,9.602,VALID,2.703,VALID,7.269,VALID,14.104
3/11/18,1:55:06 PM,7.641,VALID,7.817,VALID,7.473,VALID,86.874,VALID,89.66,VALID,84.977,VALID,641.064,VALID,641.103,VALID,641.01,VALID,0,VALID,739.686,VALID,1502.988,VALID,435.978,VALID,221905.703,VALID,64,VALID,99,VALID,32,VALID,64,VALID,5.711,VALID,9,VALID,2.898,VALID,6.994,VALID,14.093
3/11/18,2:00:06 PM,7.599,VALID,8.08,VALID,7.384,VALID,87.25,VALID,89.139,VALID,86.131,VALID,640.992,VALID,641.046,VALID,640.91,VALID,0,VALID,995.58,VALID,1431.337,VALID,469.264,VALID,298673.969,VALID,64,VALID,89,VALID,42,VALID,66,VALID,6.18,VALID,9.398,VALID,3.203,VALID,7.517,VALID,14.102
3/11/18,2:05:06 PM,7.924,VALID,8.341,VALID,7.385,VALID,82.858,VALID,86.453,VALID,80.568,VALID,640.919,VALID,640.974,VALID,640.822,VALID,0,VALID,554.433,VALID,1507.101,VALID,295.995,VALID,166329.766,VALID,69,VALID,112,VALID,39,VALID,76,VALID,6.523,VALID,10.602,VALID,2.602,VALID,7.93,VALID,14.093
3/11/18,2:10:06 PM,7.834,VALID,8.49,VALID,7.4,VALID,83.267,VALID,84.667,VALID,81.372,VALID,640.852,VALID,640.917,VALID,640.784,VALID,0,VALID,808.504,VALID,1366.135,VALID,250.42,VALID,242551.266,VALID,67,VALID,94,VALID,36,VALID,72,VALID,6.258,VALID,9.898,VALID,3.203,VALID,7.667,VALID,14.102
3/11/18,2:15:06 PM,8.302,VALID,8.612,VALID,8.095,VALID,81.366,VALID,83.969,VALID,80.265,VALID,640.879,VALID,640.924,VALID,640.831,VALID,0,VALID,517.742,VALID,1463.597,VALID,345.876,VALID,155322.734,VALID,64,VALID,101,VALID,20,VALID,78,VALID,5.578,VALID,9.102,VALID,3.203,VALID,6.887,VALID,14.103
3/11/18,2:20:06 PM,7.891,VALID,8.136,VALID,7.583,VALID,80.586,VALID,81.793,VALID,79.391,VALID,640.875,VALID,640.919,VALID,640.791,VALID,0,VALID,325.418,VALID,382.793,VALID,264.348,VALID,97625.367,VALID,53,VALID,100,VALID,23,VALID,46,VALID,6.039,VALID,10.5,VALID,2.602,VALID,7.443,VALID,14.089
3/11/18,2:25:06 PM,7.5,VALID,7.612,VALID,7.319,VALID,83.218,VALID,87.887,VALID,79.775,VALID,640.914,VALID,640.965,VALID,640.864,VALID,0,VALID,493.353,VALID,1389.77,VALID,308.829,VALID,148006,VALID,62,VALID,92,VALID,21,VALID,58,VALID,5.453,VALID,8.898,VALID,2.703,VALID,6.597,VALID,14.103
3/11/18,2:30:06 PM,7.608,VALID,7.777,VALID,7.48,VALID,84.557,VALID,87.951,VALID,80.699,VALID,640.832,VALID,640.92,VALID,640.698,VALID,0,VALID,384.262,VALID,635.446,VALID,295.181,VALID,115278.602,VALID,55,VALID,89,VALID,8,VALID,60,VALID,5.43,VALID,9.297,VALID,3.297,VALID,5.974,VALID,14.071
3/11/18,2:35:06 PM,7.484,VALID,7.59,VALID,7.391,VALID,82.819,VALID,84.628,VALID,80.75,VALID,640.746,VALID,640.81,VALID,640.664,VALID,0,VALID,419.386,VALID,1234.166,VALID,334.46,VALID,125815.805,VALID,57,VALID,94,VALID,21,VALID,65,VALID,6.023,VALID,10.797,VALID,2.398,VALID,7.443,VALID,14.068
3/11/18,2:40:06 PM,7.203,VALID,7.502,VALID,6.992,VALID,84.852,VALID,89.093,VALID,81.725,VALID,640.705,VALID,640.77,VALID,640.652,VALID,0,VALID,410.813,VALID,744.107,VALID,323.764,VALID,123243.898,VALID,76,VALID,108,VALID,45,VALID,81,VALID,5.344,VALID,10.5,VALID,2.398,VALID,6.527,VALID,14.072
3/11/18,2:45:06 PM,7.313,VALID,7.684,VALID,7.133,VALID,85.583,VALID,88.877,VALID,83.125,VALID,640.588,VALID,640.653,VALID,640.503,VALID,0,VALID,446.88,VALID,1350.282,VALID,226.131,VALID,134064.062,VALID,59,VALID,90,VALID,34,VALID,48,VALID,4.914,VALID,7.898,VALID,1.5,VALID,6.017,VALID,14.062
3/11/18,2:50:06 PM,8.135,VALID,8.307,VALID,7.728,VALID,82.701,VALID,87.156,VALID,79.971,VALID,640.477,VALID,640.54,VALID,640.388,VALID,0,VALID,440.66,VALID,1134.143,VALID,289.629,VALID,132198.031,VALID,50,VALID,93,VALID,20,VALID,47,VALID,5.836,VALID,9,VALID,2.898,VALID,7.219,VALID,14.072
3/11/18,2:55:06 PM,7.683,VALID,8.26,VALID,7.418,VALID,82.969,VALID,84.604,VALID,80.881,VALID,640.428,VALID,640.489,VALID,640.342,VALID,0,VALID,644.347,VALID,1224.121,VALID,306.28,VALID,193304.125,VALID,51,VALID,78,VALID,15,VALID,52,VALID,6.562,VALID,10.703,VALID,3.203,VALID,8.007,VALID,14.069
3/11/18,3:00:06 PM,8.646,VALID,9.045,VALID,8.211,VALID,78.49,VALID,81.634,VALID,74.969,VALID,640.419,VALID,640.458,VALID,640.317,VALID,0,VALID,553.956,VALID,1280.171,VALID,289.302,VALID,166186.875,VALID,53,VALID,75,VALID,13,VALID,64,VALID,5.984,VALID,9.102,VALID,2.898,VALID,7.318,VALID,14.072
3/11/18,3:05:06 PM,8.346,VALID,8.744,VALID,8.059,VALID,81.091,VALID,86.051,VALID,78.324,VALID,640.453,VALID,640.498,VALID,640.402,VALID,0,VALID,498.623,VALID,1187.669,VALID,247.194,VALID,149586.922,VALID,55,VALID,107,VALID,11,VALID,49,VALID,4.312,VALID,8.297,VALID,1.898,VALID,5.476,VALID,14.072
3/11/18,3:10:06 PM,8.415,VALID,8.693,VALID,8.17,VALID,79.163,VALID,82.07,VALID,75.974,VALID,640.41,VALID,640.498,VALID,640.327,VALID,0,VALID,560.479,VALID,1128.698,VALID,249.634,VALID,168143.734,VALID,49,VALID,74,VALID,9,VALID,60,VALID,5.172,VALID,9.898,VALID,1.703,VALID,6.33,VALID,14.066
3/11/18,3:15:06 PM,8.675,VALID,8.887,VALID,8.551,VALID,76.877,VALID,78.523,VALID,75.064,VALID,640.395,VALID,640.437,VALID,640.338,VALID,0,VALID,598.786,VALID,1084.396,VALID,253.955,VALID,179635.734,VALID,70,VALID,121,VALID,22,VALID,77,VALID,4.32,VALID,8.398,VALID,2.102,VALID,5.407,VALID,14.07
3/11/18,3:20:06 PM,8.954,VALID,9.155,VALID,8.695,VALID,74.907,VALID,79.032,VALID,71.618,VALID,640.405,VALID,640.451,VALID,640.328,VALID,0,VALID,690.894,VALID,1113.288,VALID,190.739,VALID,207268.109,VALID,71,VALID,100,VALID,34,VALID,82,VALID,5.414,VALID,10.398,VALID,2.703,VALID,6.614,VALID,14.068
3/11/18,3:25:06 PM,8.582,VALID,8.868,VALID,8.392,VALID,75.605,VALID,77.277,VALID,73.457,VALID,640.348,VALID,640.402,VALID,640.286,VALID,0,VALID,681.324,VALID,1006.595,VALID,189.887,VALID,204397.188,VALID,76,VALID,116,VALID,39,VALID,80,VALID,5.922,VALID,9.602,VALID,2.602,VALID,7.387,VALID,14.072
3/11/18,3:30:06 PM,8.553,VALID,8.88,VALID,8.319,VALID,77,VALID,80.76,VALID,72.918,VALID,640.321,VALID,640.375,VALID,640.25,VALID,0,VALID,490.052,VALID,1064.746,VALID,290.158,VALID,147015.594,VALID,71,VALID,119,VALID,29,VALID,66,VALID,5.32,VALID,8.398,VALID,2,VALID,6.568,VALID,14.068
3/11/18,3:35:06 PM,8.193,VALID,8.349,VALID,8.001,VALID,80.959,VALID,83.58,VALID,79.321,VALID,640.315,VALID,640.383,VALID,640.242,VALID,0,VALID,356.755,VALID,951.796,VALID,237.981,VALID,107026.617,VALID,60,VALID,97,VALID,21,VALID,73,VALID,5.336,VALID,8.5,VALID,2.5,VALID,6.637,VALID,14.07
3/11/18,3:40:06 PM,8.958,VALID,9.399,VALID,8.221,VALID,78.372,VALID,80.883,VALID,74.079,VALID,640.3,VALID,640.352,VALID,640.246,VALID,0,VALID,669.073,VALID,1014.763,VALID,232.424,VALID,200722.016,VALID,47,VALID,101,VALID,16,VALID,34,VALID,4.883,VALID,8.203,VALID,0.797,VALID,5.975,VALID,14.038
3/11/18,3:45:06 PM,9.069,VALID,9.318,VALID,8.839,VALID,74.153,VALID,76.38,VALID,72.105,VALID,640.226,VALID,640.286,VALID,640.065,VALID,0,VALID,608.745,VALID,976.547,VALID,238.589,VALID,182623.516,VALID,32,VALID,66,VALID,4,VALID,15,VALID,5.633,VALID,9,VALID,2.703,VALID,7.002,VALID,14.029
3/11/18,3:50:06 PM,8.32,VALID,8.927,VALID,7.884,VALID,76.001,VALID,77.093,VALID,74.509,VALID,640.24,VALID,640.309,VALID,640.161,VALID,0,VALID,275.076,VALID,390.01,VALID,214.879,VALID,82522.664,VALID,49,VALID,90,VALID,19,VALID,46,VALID,5.75,VALID,8.203,VALID,3.898,VALID,7.085,VALID,14.041
3/11/18,3:55:06 PM,7.903,VALID,8.208,VALID,7.752,VALID,77.988,VALID,81.926,VALID,75.288,VALID,640.267,VALID,640.324,VALID,640.221,VALID,0,VALID,404.474,VALID,908.437,VALID,298.995,VALID,121342.219,VALID,49,VALID,80,VALID,15,VALID,56,VALID,4.062,VALID,6.602,VALID,1.898,VALID,4.992,VALID,14.035
3/11/18,4:00:06 PM,8.244,VALID,8.39,VALID,8.09,VALID,80.236,VALID,82.687,VALID,78.249,VALID,640.278,VALID,640.31,VALID,640.238,VALID,0,VALID,477.634,VALID,773.816,VALID,213.385,VALID,143290.109,VALID,56,VALID,105,VALID,27,VALID,43,VALID,4.102,VALID,6.203,VALID,2.203,VALID,5.131,VALID,14.036
3/11/18,4:05:06 PM,9.222,VALID,9.746,VALID,8.238,VALID,78.137,VALID,81.841,VALID,73.276,VALID,640.233,VALID,640.281,VALID,640.149,VALID,0,VALID,632.935,VALID,813.717,VALID,263.491,VALID,189880.453,VALID,51,VALID,95,VALID,5,VALID,39,VALID,3.594,VALID,6.398,VALID,1.898,VALID,4.584,VALID,14.031
3/11/18,4:10:06 PM,9.382,VALID,9.752,VALID,8.99,VALID,73.207,VALID,75.729,VALID,70.256,VALID,640.227,VALID,640.281,VALID,640.169,VALID,0,VALID,518.786,VALID,797.441,VALID,271.819,VALID,155635.75,VALID,57,VALID,93,VALID,9,VALID,64,VALID,4.914,VALID,9.5,VALID,2.203,VALID,6.153,VALID,14.035
3/11/18,4:15:06 PM,8.919,VALID,9.231,VALID,8.633,VALID,73.289,VALID,75.779,VALID,70.061,VALID,640.181,VALID,640.225,VALID,640.122,VALID,0,VALID,582.763,VALID,702.81,VALID,258.464,VALID,174828.969,VALID,60,VALID,97,VALID,3,VALID,58,VALID,4.875,VALID,8.398,VALID,1.102,VALID,6.069,VALID,14.035
3/11/18,4:20:06 PM,8.917,VALID,9.049,VALID,8.763,VALID,77.805,VALID,80.741,VALID,75.39,VALID,640.158,VALID,640.2,VALID,640.097,VALID,0,VALID,473.5,VALID,736.498,VALID,231.007,VALID,142049.922,VALID,70,VALID,126,VALID,23,VALID,51,VALID,4.133,VALID,8,VALID,1.797,VALID,5.354,VALID,14.031
3/11/18,4:25:06 PM,8.645,VALID,9.029,VALID,8.372,VALID,74.997,VALID,77.353,VALID,72.364,VALID,640.15,VALID,640.191,VALID,640.078,VALID,0,VALID,326.728,VALID,681.235,VALID,215.46,VALID,98018.531,VALID,45,VALID,73,VALID,10,VALID,52,VALID,5.422,VALID,9.102,VALID,2.898,VALID,6.687,VALID,14.035
3/11/18,4:30:06 PM,8.785,VALID,8.974,VALID,8.515,VALID,77.12,VALID,78.476,VALID,75.779,VALID,640.167,VALID,640.211,VALID,640.107,VALID,0,VALID,448.667,VALID,597.562,VALID,198.673,VALID,134600.125,VALID,53,VALID,106,VALID,20,VALID,37,VALID,3.836,VALID,7.898,VALID,0.297,VALID,4.806,VALID,14.037
3/11/18,4:35:06 PM,8.871,VALID,9.005,VALID,8.7,VALID,76.913,VALID,80.557,VALID,72.17,VALID,640.188,VALID,640.223,VALID,640.143,VALID,0,VALID,413.109,VALID,540.258,VALID,190.896,VALID,123932.617,VALID,78,VALID,135,VALID,34,VALID,78,VALID,3.961,VALID,7.703,VALID,1.102,VALID,5.034,VALID,14.034
3/11/18,4:40:06 PM,8.716,VALID,8.809,VALID,8.635,VALID,73.393,VALID,76.656,VALID,71.356,VALID,640.157,VALID,640.214,VALID,640.074,VALID,0,VALID,446.36,VALID,463.281,VALID,418.404,VALID,133908.078,VALID,72,VALID,109,VALID,38,VALID,71,VALID,5.602,VALID,8.898,VALID,2.398,VALID,6.832,VALID,14.001
3/11/18,4:45:06 PM,8.724,VALID,8.82,VALID,8.627,VALID,72.962,VALID,74.835,VALID,71.774,VALID,640.141,VALID,640.216,VALID,640.057,VALID,0,VALID,415.987,VALID,429.794,VALID,393.709,VALID,124796.203,VALID,76,VALID,119,VALID,52,VALID,67,VALID,5.398,VALID,8.297,VALID,1.703,VALID,6.59,VALID,14
3/11/18,4:50:06 PM,8.829,VALID,8.909,VALID,8.742,VALID,72.791,VALID,77.681,VALID,68.76,VALID,640.23,VALID,640.269,VALID,640.145,VALID,0,VALID,417.379,VALID,455.56,VALID,383.441,VALID,125213.75,VALID,90,VALID,166,VALID,45,VALID,87,VALID,4.273,VALID,7.703,VALID,1.398,VALID,5.362,VALID,14.013
3/11/18,4:55:06 PM,9.085,VALID,9.254,VALID,8.75,VALID,74.411,VALID,76.477,VALID,69.815,VALID,640.192,VALID,640.225,VALID,640.151,VALID,0,VALID,383.057,VALID,449.142,VALID,192.469,VALID,114917.016,VALID,74,VALID,133,VALID,36,VALID,62,VALID,3.82,VALID,7.5,VALID,1,VALID,4.816,VALID,14.001
3/11/18,5:00:06 PM,8.821,VALID,9.075,VALID,8.593,VALID,74.765,VALID,76.604,VALID,73.149,VALID,640.172,VALID,640.231,VALID,640.093,VALID,0,VALID,323.217,VALID,411.134,VALID,161.177,VALID,96965.016,VALID,56,VALID,105,VALID,13,VALID,63,VALID,4.281,VALID,9.398,VALID,0.898,VALID,5.236,VALID,14.019
3/11/18,5:05:06 PM,8.414,VALID,8.971,VALID,8.264,VALID,75.771,VALID,78.554,VALID,73.503,VALID,640.115,VALID,640.163,VALID,640.065,VALID,0,VALID,259.753,VALID,362.087,VALID,114.053,VALID,77925.781,VALID,71,VALID,108,VALID,357,VALID,63,VALID,2.531,VALID,6.5,VALID,0.602,VALID,3.218,VALID,14.002
