,,Calc_Stat_TA_5m,,Calc_Stat_TA_5m,,Calc_Stat_TA_5m,,Calc_Stat_RH_5m,,Calc_Stat_RH_5m,,Calc_Stat_RH_5m,,Calc_Stat_PA_5m,,Calc_Stat_PA_5m,,Calc_Stat_PA_5m,,Calc_Sum_PR_5m,,Calc_Stat_SR_5m,,Calc_Stat_SR_5m,,Calc_Stat_SR_5m,,Calc_Sum_SR_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Charger
date,time,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Sum,status,Avg,status,Max,status,Min,status,Sum,status,DirAvg,status,DirMax,status,DirMin,status,GustDir,status,SpdAvg,status,SpdMax,status,SpdMin,status,WRun,status,External_DC
2/22/18,12:00:06 AM,3.686,VALID,3.764,VALID,3.568,VALID,98.574,VALID,98.723,VALID,98.122,VALID,642.053,VALID,642.082,VALID,642.026,VALID,0,VALID,0.003,VALID,0.029,VALID,0,VALID,0.794,VALID,326,VALID,12,VALID,295,VALID,301,VALID,1.125,VALID,2.102,VALID,0.602,VALID,1.435,VALID,12.894
2/22/18,12:05:06 AM,3.688,VALID,3.774,VALID,3.56,VALID,98.038,VALID,98.271,VALID,97.587,VALID,642.032,VALID,642.051,VALID,641.995,VALID,0,VALID,0.001,VALID,0.023,VALID,0,VALID,0.259,VALID,300,VALID,333,VALID,282,VALID,296,VALID,1.039,VALID,1.602,VALID,0.602,VALID,1.275,VALID,12.89
2/22/18,12:10:06 AM,3.801,VALID,3.849,VALID,3.702,VALID,97.862,VALID,98.138,VALID,97.565,VALID,641.965,VALID,642.018,VALID,641.924,VALID,0,VALID,0,VALID,0.023,VALID,0,VALID,0.094,VALID,260,VALID,309,VALID,173,VALID,264,VALID,0.5,VALID,1,VALID,0,VALID,0.702,VALID,12.891
2/22/18,12:15:06 AM,3.908,VALID,3.967,VALID,3.845,VALID,98.238,VALID,98.4,VALID,98.122,VALID,641.899,VALID,641.952,VALID,641.852,VALID,0,VALID,0.001,VALID,0.025,VALID,0,VALID,0.377,VALID,340,VALID,61,VALID,252,VALID,255,VALID,0.375,VALID,1.102,VALID,0,VALID,0.779,VALID,12.893
2/22/18,12:20:06 AM,3.92,VALID,3.947,VALID,3.907,VALID,98.201,VALID,98.269,VALID,98.155,VALID,641.846,VALID,641.88,VALID,641.816,VALID,0,VALID,0.011,VALID,0.038,VALID,0,VALID,3.182,VALID,16,VALID,119,VALID,237,VALID,40,VALID,0.141,VALID,0.898,VALID,0,VALID,0.449,VALID,12.888
2/22/18,12:25:06 AM,4.089,VALID,4.178,VALID,3.937,VALID,98.318,VALID,98.457,VALID,98.124,VALID,641.811,VALID,641.854,VALID,641.755,VALID,0,VALID,0.011,VALID,0.044,VALID,0,VALID,3.182,VALID,236,VALID,283,VALID,207,VALID,237,VALID,1.047,VALID,1.602,VALID,0.398,VALID,1.299,VALID,12.886
2/22/18,12:30:06 AM,4.14,VALID,4.225,VALID,4.102,VALID,98.089,VALID,98.21,VALID,98.053,VALID,641.745,VALID,641.768,VALID,641.722,VALID,0,VALID,0.009,VALID,0.036,VALID,0,VALID,2.566,VALID,232,VALID,253,VALID,206,VALID,233,VALID,1.219,VALID,1.703,VALID,0.797,VALID,1.485,VALID,12.886
2/22/18,12:35:06 AM,4.297,VALID,4.42,VALID,4.215,VALID,98.029,VALID,98.205,VALID,97.925,VALID,641.725,VALID,641.764,VALID,641.66,VALID,0,VALID,0.002,VALID,0.025,VALID,0,VALID,0.616,VALID,244,VALID,298,VALID,199,VALID,228,VALID,1.164,VALID,2.602,VALID,0.5,VALID,1.47,VALID,12.887
2/22/18,12:40:06 AM,4.454,VALID,4.483,VALID,4.425,VALID,97.732,VALID,97.998,VALID,97.376,VALID,641.582,VALID,641.685,VALID,641.525,VALID,0,VALID,0.003,VALID,0.024,VALID,0,VALID,0.799,VALID,217,VALID,311,VALID,178,VALID,215,VALID,0.797,VALID,1.5,VALID,0,VALID,1.008,VALID,12.887
2/22/18,12:45:06 AM,4.248,VALID,4.438,VALID,4.072,VALID,96.594,VALID,97.343,VALID,96.235,VALID,641.473,VALID,641.549,VALID,641.418,VALID,0,VALID,0.006,VALID,0.031,VALID,0,VALID,1.922,VALID,352,VALID,35,VALID,38,VALID,6,VALID,0.633,VALID,1.102,VALID,0,VALID,0.861,VALID,12.885
2/22/18,12:50:06 AM,3.856,VALID,4.075,VALID,3.658,VALID,96.142,VALID,96.584,VALID,95.554,VALID,641.452,VALID,641.471,VALID,641.431,VALID,0,VALID,0.009,VALID,0.043,VALID,0,VALID,2.652,VALID,305,VALID,340,VALID,276,VALID,307,VALID,1.555,VALID,2.398,VALID,0.797,VALID,1.889,VALID,12.883
2/22/18,12:55:06 AM,3.685,VALID,3.757,VALID,3.586,VALID,95.677,VALID,96.433,VALID,95.23,VALID,641.385,VALID,641.472,VALID,641.29,VALID,0,VALID,0.01,VALID,0.04,VALID,0,VALID,2.933,VALID,320,VALID,346,VALID,302,VALID,308,VALID,1.992,VALID,2.5,VALID,1.398,VALID,2.428,VALID,12.882
2/22/18,1:00:06 AM,3.708,VALID,3.771,VALID,3.64,VALID,95.314,VALID,95.726,VALID,94.756,VALID,641.352,VALID,641.386,VALID,641.311,VALID,0,VALID,0.008,VALID,0.041,VALID,0,VALID,2.314,VALID,312,VALID,335,VALID,290,VALID,306,VALID,2.508,VALID,3.602,VALID,1.703,VALID,3.045,VALID,12.881
2/22/18,1:05:06 AM,4.013,VALID,4.294,VALID,3.768,VALID,93.876,VALID,94.72,VALID,92.724,VALID,641.31,VALID,641.367,VALID,641.273,VALID,0,VALID,0.004,VALID,0.034,VALID,0,VALID,1.255,VALID,313,VALID,328,VALID,298,VALID,306,VALID,2.141,VALID,3.102,VALID,1.398,VALID,2.575,VALID,12.88
2/22/18,1:10:06 AM,4.385,VALID,4.8,VALID,4.18,VALID,92.249,VALID,92.878,VALID,91.686,VALID,641.322,VALID,641.372,VALID,641.273,VALID,0,VALID,0.001,VALID,0.023,VALID,0,VALID,0.332,VALID,286,VALID,329,VALID,241,VALID,300,VALID,1.672,VALID,2.398,VALID,0.898,VALID,2.098,VALID,12.878
2/22/18,1:15:06 AM,5.017,VALID,5.126,VALID,4.815,VALID,90.221,VALID,91.67,VALID,89.667,VALID,641.345,VALID,641.372,VALID,641.282,VALID,0,VALID,0.006,VALID,0.041,VALID,0,VALID,1.739,VALID,241,VALID,281,VALID,215,VALID,250,VALID,1.758,VALID,3,VALID,1,VALID,2.156,VALID,12.879
2/22/18,1:20:06 AM,5.037,VALID,5.186,VALID,4.873,VALID,91.657,VALID,94.19,VALID,89.802,VALID,641.176,VALID,641.287,VALID,641.115,VALID,0,VALID,0.004,VALID,0.03,VALID,0,VALID,1.196,VALID,209,VALID,38,VALID,85,VALID,162,VALID,0.891,VALID,2.797,VALID,0,VALID,1.409,VALID,12.879
2/22/18,1:25:06 AM,4.741,VALID,4.876,VALID,4.55,VALID,93.9,VALID,94.531,VALID,92.792,VALID,641.084,VALID,641.143,VALID,641.019,VALID,0,VALID,0.004,VALID,0.034,VALID,0,VALID,1.15,VALID,102,VALID,27,VALID,38,VALID,83,VALID,0.562,VALID,2.102,VALID,0,VALID,1.086,VALID,12.879
2/22/18,1:30:06 AM,4.434,VALID,4.543,VALID,4.345,VALID,93.789,VALID,94.24,VALID,93.197,VALID,640.973,VALID,641.04,VALID,640.878,VALID,0,VALID,0.002,VALID,0.023,VALID,0,VALID,0.702,VALID,246,VALID,279,VALID,282,VALID,199,VALID,0.344,VALID,1.398,VALID,0,VALID,0.804,VALID,12.875
2/22/18,1:35:06 AM,4.046,VALID,4.332,VALID,3.653,VALID,92.805,VALID,94.059,VALID,91.75,VALID,640.884,VALID,640.926,VALID,640.847,VALID,0,VALID,0.007,VALID,0.034,VALID,0,VALID,1.968,VALID,283,VALID,321,VALID,237,VALID,293,VALID,0.969,VALID,2.102,VALID,0.398,VALID,1.104,VALID,12.874
2/22/18,1:40:06 AM,3.546,VALID,3.918,VALID,3.364,VALID,93.298,VALID,94.915,VALID,91.424,VALID,640.93,VALID,640.96,VALID,640.893,VALID,0,VALID,0.007,VALID,0.041,VALID,0,VALID,2.117,VALID,295,VALID,318,VALID,249,VALID,296,VALID,2.133,VALID,2.898,VALID,1.203,VALID,2.625,VALID,12.87
2/22/18,1:45:06 AM,3.759,VALID,4.026,VALID,3.508,VALID,92.008,VALID,94.449,VALID,90.723,VALID,640.926,VALID,640.957,VALID,640.897,VALID,0,VALID,0.007,VALID,0.04,VALID,0,VALID,2.042,VALID,309,VALID,330,VALID,263,VALID,309,VALID,2.234,VALID,3.203,VALID,1.203,VALID,2.748,VALID,12.868
2/22/18,1:50:06 AM,3.249,VALID,3.561,VALID,2.857,VALID,90.807,VALID,92.172,VALID,88.644,VALID,640.876,VALID,640.917,VALID,640.841,VALID,0,VALID,0.006,VALID,0.044,VALID,0,VALID,1.94,VALID,315,VALID,356,VALID,295,VALID,310,VALID,1.773,VALID,2.797,VALID,1,VALID,2.175,VALID,12.868
2/22/18,1:55:06 AM,2.632,VALID,3.189,VALID,2.324,VALID,93.433,VALID,97.287,VALID,90.611,VALID,640.904,VALID,640.937,VALID,640.838,VALID,0,VALID,0.008,VALID,0.037,VALID,0,VALID,2.309,VALID,285,VALID,310,VALID,230,VALID,301,VALID,1.992,VALID,3.203,VALID,0.602,VALID,2.545,VALID,12.867
2/22/18,2:00:06 AM,3.564,VALID,3.733,VALID,3.2,VALID,95.449,VALID,97.286,VALID,94.203,VALID,640.755,VALID,640.841,VALID,640.71,VALID,0,VALID,0.014,VALID,0.056,VALID,0,VALID,4.082,VALID,227,VALID,283,VALID,191,VALID,245,VALID,0.844,VALID,1.703,VALID,0.297,VALID,1.054,VALID,12.867
2/22/18,2:05:06 AM,3.637,VALID,3.706,VALID,3.508,VALID,93.809,VALID,94.453,VALID,92.888,VALID,640.823,VALID,640.863,VALID,640.75,VALID,0,VALID,0.01,VALID,0.031,VALID,0,VALID,3.069,VALID,235,VALID,23,VALID,194,VALID,236,VALID,0.641,VALID,1.398,VALID,0,VALID,0.857,VALID,12.863
2/22/18,2:10:06 AM,3.156,VALID,3.499,VALID,2.82,VALID,92.306,VALID,92.999,VALID,91.195,VALID,640.831,VALID,640.864,VALID,640.777,VALID,0,VALID,0.009,VALID,0.044,VALID,0,VALID,2.565,VALID,55,VALID,54,VALID,56,VALID,79,VALID,1.047,VALID,1.703,VALID,0.297,VALID,1.321,VALID,12.866
2/22/18,2:15:06 AM,2.559,VALID,2.81,VALID,2.445,VALID,93.608,VALID,95.319,VALID,91.13,VALID,640.74,VALID,640.788,VALID,640.661,VALID,0,VALID,0.011,VALID,0.038,VALID,0,VALID,3.338,VALID,20,VALID,78,VALID,359,VALID,18,VALID,0.953,VALID,1.797,VALID,0,VALID,1.181,VALID,12.864
2/22/18,2:20:06 AM,2.507,VALID,2.569,VALID,2.44,VALID,96.411,VALID,96.933,VALID,95.359,VALID,640.602,VALID,640.675,VALID,640.539,VALID,0,VALID,0.011,VALID,0.054,VALID,0,VALID,3.203,VALID,257,VALID,359,VALID,205,VALID,270,VALID,0.469,VALID,1.297,VALID,0,VALID,0.59,VALID,12.86
2/22/18,2:25:06 AM,2.702,VALID,2.806,VALID,2.56,VALID,96.7,VALID,97.451,VALID,95.229,VALID,640.578,VALID,640.612,VALID,640.527,VALID,0,VALID,0.015,VALID,0.055,VALID,0,VALID,4.46,VALID,235,VALID,289,VALID,206,VALID,229,VALID,1.117,VALID,1.797,VALID,0.398,VALID,1.387,VALID,12.857
2/22/18,2:30:06 AM,2.475,VALID,2.65,VALID,2.412,VALID,95.355,VALID,96.559,VALID,94.635,VALID,640.603,VALID,640.634,VALID,640.567,VALID,0,VALID,0.004,VALID,0.036,VALID,0,VALID,1.157,VALID,227,VALID,288,VALID,198,VALID,227,VALID,1.305,VALID,2.398,VALID,0.602,VALID,1.649,VALID,12.856
2/22/18,2:35:06 AM,2.36,VALID,2.445,VALID,2.284,VALID,96.371,VALID,97.128,VALID,95.876,VALID,640.639,VALID,640.657,VALID,640.612,VALID,0,VALID,0.012,VALID,0.042,VALID,0,VALID,3.715,VALID,275,VALID,20,VALID,116,VALID,234,VALID,0.734,VALID,2.398,VALID,0,VALID,1.083,VALID,12.852
2/22/18,2:40:06 AM,2.503,VALID,2.615,VALID,2.408,VALID,96.212,VALID,97.112,VALID,95.682,VALID,640.593,VALID,640.643,VALID,640.518,VALID,0,VALID,0.019,VALID,0.045,VALID,0,VALID,5.643,VALID,302,VALID,309,VALID,285,VALID,306,VALID,2.227,VALID,3.297,VALID,1.203,VALID,2.686,VALID,12.849
2/22/18,2:45:06 AM,2.897,VALID,3.042,VALID,2.618,VALID,96.261,VALID,96.672,VALID,95.813,VALID,640.456,VALID,640.529,VALID,640.401,VALID,0,VALID,0.015,VALID,0.057,VALID,0,VALID,4.611,VALID,318,VALID,335,VALID,303,VALID,311,VALID,2.461,VALID,3.203,VALID,2,VALID,2.978,VALID,12.846
2/22/18,2:50:06 AM,3.123,VALID,3.385,VALID,3.013,VALID,96.049,VALID,96.354,VALID,95.78,VALID,640.421,VALID,640.454,VALID,640.391,VALID,0,VALID,0.001,VALID,0.02,VALID,0,VALID,0.295,VALID,325,VALID,345,VALID,314,VALID,329,VALID,2.227,VALID,2.797,VALID,1.602,VALID,2.687,VALID,12.844
2/22/18,2:55:06 AM,3.571,VALID,3.842,VALID,3.397,VALID,94.871,VALID,95.977,VALID,93.916,VALID,640.41,VALID,640.445,VALID,640.358,VALID,0,VALID,0.001,VALID,0.021,VALID,0,VALID,0.273,VALID,320,VALID,340,VALID,302,VALID,313,VALID,2.367,VALID,3,VALID,1.203,VALID,2.871,VALID,12.844
2/22/18,3:00:06 AM,3.967,VALID,4.042,VALID,3.853,VALID,93.05,VALID,93.865,VALID,92.434,VALID,640.305,VALID,640.351,VALID,640.264,VALID,0,VALID,0.001,VALID,0.022,VALID,0,VALID,0.234,VALID,283,VALID,325,VALID,238,VALID,290,VALID,2.109,VALID,3.398,VALID,1,VALID,2.705,VALID,12.841
2/22/18,3:05:06 AM,3.714,VALID,3.886,VALID,3.62,VALID,93.558,VALID,94.27,VALID,92.434,VALID,640.326,VALID,640.369,VALID,640.27,VALID,0,VALID,0,VALID,0.016,VALID,0,VALID,0.092,VALID,216,VALID,291,VALID,149,VALID,201,VALID,1.797,VALID,3.797,VALID,0.797,VALID,2.31,VALID,12.842
2/22/18,3:10:06 AM,3.698,VALID,3.812,VALID,3.622,VALID,95.124,VALID,95.603,VALID,94.331,VALID,640.367,VALID,640.401,VALID,640.341,VALID,0,VALID,0.001,VALID,0.023,VALID,0,VALID,0.263,VALID,191,VALID,243,VALID,74,VALID,212,VALID,1.836,VALID,3.398,VALID,0,VALID,2.34,VALID,12.842
2/22/18,3:15:06 AM,3.689,VALID,3.847,VALID,3.521,VALID,94.719,VALID,95.765,VALID,94.124,VALID,640.39,VALID,640.426,VALID,640.35,VALID,0,VALID,0,VALID,0.014,VALID,0,VALID,0.149,VALID,45,VALID,359,VALID,12,VALID,34,VALID,1.406,VALID,2.398,VALID,0,VALID,1.831,VALID,12.842
2/22/18,3:20:07 AM,3.457,VALID,3.514,VALID,3.368,VALID,94.813,VALID,95.148,VALID,94.352,VALID,640.353,VALID,640.407,VALID,640.319,VALID,0,VALID,0.005,VALID,0.04,VALID,0,VALID,1.415,VALID,28,VALID,119,VALID,311,VALID,352,VALID,0.555,VALID,2,VALID,0,VALID,1.037,VALID,12.834
2/22/18,3:25:07 AM,3.429,VALID,3.506,VALID,3.37,VALID,95.591,VALID,95.704,VALID,95.181,VALID,640.382,VALID,640.418,VALID,640.347,VALID,0,VALID,0.001,VALID,0.017,VALID,0,VALID,0.379,VALID,331,VALID,12,VALID,301,VALID,310,VALID,1.484,VALID,2.5,VALID,0.398,VALID,1.853,VALID,12.832
2/22/18,3:30:07 AM,3.614,VALID,3.789,VALID,3.508,VALID,95.285,VALID,95.588,VALID,94.71,VALID,640.358,VALID,640.382,VALID,640.333,VALID,0,VALID,0.001,VALID,0.02,VALID,0,VALID,0.447,VALID,315,VALID,352,VALID,286,VALID,309,VALID,1.18,VALID,2.398,VALID,0.5,VALID,1.458,VALID,12.828
2/22/18,3:35:07 AM,3.911,VALID,3.972,VALID,3.796,VALID,94.333,VALID,94.679,VALID,94.157,VALID,640.352,VALID,640.375,VALID,640.328,VALID,0,VALID,0.001,VALID,0.018,VALID,0,VALID,0.308,VALID,352,VALID,39,VALID,317,VALID,324,VALID,0.812,VALID,1.703,VALID,0.297,VALID,1.036,VALID,12.832
2/22/18,3:40:07 AM,3.993,VALID,4.019,VALID,3.966,VALID,94.555,VALID,94.726,VALID,94.479,VALID,640.347,VALID,640.381,VALID,640.311,VALID,0,VALID,0.001,VALID,0.023,VALID,0,VALID,0.225,VALID,13,VALID,41,VALID,339,VALID,31,VALID,1.039,VALID,1.5,VALID,0.398,VALID,1.305,VALID,12.829
2/22/18,3:45:07 AM,3.968,VALID,4.008,VALID,3.884,VALID,94.732,VALID,95.123,VALID,94.547,VALID,640.324,VALID,640.344,VALID,640.302,VALID,0,VALID,0.002,VALID,0.035,VALID,0,VALID,0.56,VALID,45,VALID,73,VALID,15,VALID,68,VALID,1.055,VALID,2.102,VALID,0.602,VALID,1.329,VALID,12.828
2/22/18,3:50:07 AM,3.692,VALID,3.881,VALID,3.609,VALID,95.779,VALID,96.968,VALID,94.808,VALID,640.354,VALID,640.39,VALID,640.316,VALID,0,VALID,0.018,VALID,0.057,VALID,0,VALID,5.251,VALID,79,VALID,164,VALID,348,VALID,84,VALID,1.242,VALID,2.898,VALID,0,VALID,1.561,VALID,12.824
2/22/18,3:55:07 AM,3.639,VALID,3.67,VALID,3.614,VALID,97.65,VALID,98.073,VALID,96.998,VALID,640.397,VALID,640.443,VALID,640.356,VALID,0,VALID,0.009,VALID,0.035,VALID,0,VALID,2.814,VALID,286,VALID,258,VALID,262,VALID,311,VALID,0.234,VALID,1.5,VALID,0,VALID,0.719,VALID,12.82
2/22/18,4:00:07 AM,3.853,VALID,4.046,VALID,3.654,VALID,98.768,VALID,99.284,VALID,98.104,VALID,640.453,VALID,640.487,VALID,640.422,VALID,0,VALID,0.009,VALID,0.036,VALID,0,VALID,2.578,VALID,25,VALID,86,VALID,315,VALID,12,VALID,1.633,VALID,3.5,VALID,0.703,VALID,2.132,VALID,12.817
2/22/18,4:05:07 AM,4.126,VALID,4.164,VALID,4.05,VALID,99.439,VALID,99.537,VALID,99.294,VALID,640.45,VALID,640.492,VALID,640.415,VALID,0,VALID,0.001,VALID,0.025,VALID,0,VALID,0.438,VALID,9,VALID,35,VALID,340,VALID,22,VALID,2.281,VALID,3.602,VALID,1.102,VALID,2.792,VALID,12.811
2/22/18,4:10:07 AM,4.072,VALID,4.159,VALID,3.939,VALID,99.529,VALID,99.577,VALID,99.486,VALID,640.491,VALID,640.557,VALID,640.417,VALID,0,VALID,0,VALID,0.018,VALID,0,VALID,0.109,VALID,59,VALID,107,VALID,1,VALID,30,VALID,1.141,VALID,2.203,VALID,0.297,VALID,1.477,VALID,12.81
2/22/18,4:15:07 AM,3.882,VALID,3.952,VALID,3.855,VALID,99.532,VALID,99.604,VALID,99.487,VALID,640.53,VALID,640.556,VALID,640.495,VALID,0,VALID,0.001,VALID,0.032,VALID,0,VALID,0.338,VALID,67,VALID,150,VALID,356,VALID,58,VALID,0.875,VALID,1.898,VALID,0,VALID,1.127,VALID,12.806
2/22/18,4:20:07 AM,3.861,VALID,3.884,VALID,3.84,VALID,99.655,VALID,99.705,VALID,99.587,VALID,640.525,VALID,640.562,VALID,640.502,VALID,0,VALID,0.006,VALID,0.032,VALID,0,VALID,1.718,VALID,105,VALID,169,VALID,31,VALID,88,VALID,0.805,VALID,1.797,VALID,0,VALID,1.036,VALID,12.804
2/22/18,4:25:06 AM,3.872,VALID,3.924,VALID,3.847,VALID,99.732,VALID,99.796,VALID,99.681,VALID,640.511,VALID,640.573,VALID,640.46,VALID,0,VALID,0.002,VALID,0.027,VALID,0,VALID,0.69,VALID,84,VALID,193,VALID,25,VALID,78,VALID,1.016,VALID,1.703,VALID,0,VALID,1.264,VALID,12.801
2/22/18,4:30:06 AM,3.911,VALID,3.939,VALID,3.894,VALID,99.811,VALID,99.847,VALID,99.778,VALID,640.44,VALID,640.477,VALID,640.404,VALID,0,VALID,0.005,VALID,0.034,VALID,0,VALID,1.434,VALID,74,VALID,101,VALID,45,VALID,78,VALID,1.789,VALID,2.398,VALID,1.102,VALID,2.184,VALID,12.798
2/22/18,4:35:06 AM,3.904,VALID,3.928,VALID,3.88,VALID,99.85,VALID,99.896,VALID,99.815,VALID,640.517,VALID,640.579,VALID,640.438,VALID,0,VALID,0.009,VALID,0.044,VALID,0,VALID,2.701,VALID,53,VALID,83,VALID,13,VALID,69,VALID,1.375,VALID,2.398,VALID,0.602,VALID,1.699,VALID,12.795
2/22/18,4:40:06 AM,3.997,VALID,4.057,VALID,3.922,VALID,99.925,VALID,99.967,VALID,99.878,VALID,640.563,VALID,640.59,VALID,640.535,VALID,0,VALID,0.012,VALID,0.04,VALID,0,VALID,3.574,VALID,86,VALID,145,VALID,25,VALID,82,VALID,0.93,VALID,1.5,VALID,0,VALID,1.185,VALID,12.792
2/22/18,4:45:06 AM,4.06,VALID,4.094,VALID,4.044,VALID,99.951,VALID,99.964,VALID,99.941,VALID,640.62,VALID,640.706,VALID,640.559,VALID,0,VALID,0.019,VALID,0.049,VALID,0,VALID,5.719,VALID,63,VALID,102,VALID,36,VALID,45,VALID,1.5,VALID,2.797,VALID,0.398,VALID,1.847,VALID,12.789
2/22/18,4:50:06 AM,4.048,VALID,4.073,VALID,4.008,VALID,99.951,VALID,99.967,VALID,99.94,VALID,640.735,VALID,640.776,VALID,640.681,VALID,0,VALID,0.004,VALID,0.033,VALID,0,VALID,1.074,VALID,59,VALID,95,VALID,10,VALID,63,VALID,2.039,VALID,3.602,VALID,0.898,VALID,2.524,VALID,12.786
2/22/18,4:55:06 AM,3.994,VALID,4.01,VALID,3.979,VALID,99.952,VALID,99.975,VALID,99.944,VALID,640.758,VALID,640.782,VALID,640.726,VALID,0,VALID,0.003,VALID,0.028,VALID,0,VALID,0.987,VALID,72,VALID,106,VALID,50,VALID,67,VALID,1.898,VALID,3.898,VALID,0.898,VALID,2.313,VALID,12.783
2/22/18,5:00:06 AM,3.969,VALID,3.993,VALID,3.94,VALID,99.953,VALID,99.967,VALID,99.94,VALID,640.715,VALID,640.74,VALID,640.687,VALID,0.1,VALID,0.005,VALID,0.037,VALID,0,VALID,1.397,VALID,74,VALID,103,VALID,49,VALID,82,VALID,2.719,VALID,4,VALID,1.602,VALID,3.307,VALID,12.781
2/22/18,5:05:06 AM,3.877,VALID,3.985,VALID,3.836,VALID,99.898,VALID,99.974,VALID,99.847,VALID,640.698,VALID,640.726,VALID,640.673,VALID,0,VALID,0.022,VALID,0.053,VALID,0,VALID,6.582,VALID,72,VALID,95,VALID,40,VALID,82,VALID,2.914,VALID,4.398,VALID,1.602,VALID,3.54,VALID,12.782
2/22/18,5:10:06 AM,3.84,VALID,3.872,VALID,3.807,VALID,99.742,VALID,99.864,VALID,99.652,VALID,640.729,VALID,640.769,VALID,640.685,VALID,0.2,VALID,0.024,VALID,0.059,VALID,0,VALID,7.283,VALID,82,VALID,118,VALID,40,VALID,82,VALID,2.07,VALID,3.797,VALID,0.703,VALID,2.563,VALID,12.779
2/22/18,5:15:06 AM,3.863,VALID,3.887,VALID,3.844,VALID,99.45,VALID,99.67,VALID,99.197,VALID,640.728,VALID,640.78,VALID,640.685,VALID,0.1,VALID,0.015,VALID,0.044,VALID,0,VALID,4.569,VALID,98,VALID,146,VALID,46,VALID,112,VALID,1.953,VALID,3.703,VALID,0,VALID,2.433,VALID,12.775
2/22/18,5:20:06 AM,3.913,VALID,3.943,VALID,3.875,VALID,98.763,VALID,99.179,VALID,98.449,VALID,640.771,VALID,640.795,VALID,640.742,VALID,0,VALID,0.01,VALID,0.04,VALID,0,VALID,2.915,VALID,79,VALID,115,VALID,47,VALID,81,VALID,2.078,VALID,3,VALID,1,VALID,2.545,VALID,12.774
2/22/18,5:25:06 AM,3.917,VALID,3.945,VALID,3.891,VALID,98.573,VALID,98.71,VALID,98.446,VALID,640.751,VALID,640.78,VALID,640.727,VALID,0,VALID,0.005,VALID,0.035,VALID,0,VALID,1.499,VALID,63,VALID,79,VALID,43,VALID,58,VALID,1.406,VALID,2.398,VALID,0.602,VALID,1.702,VALID,12.772
2/22/18,5:30:06 AM,3.883,VALID,3.899,VALID,3.868,VALID,98.793,VALID,98.872,VALID,98.724,VALID,640.755,VALID,640.781,VALID,640.728,VALID,0.1,VALID,0.006,VALID,0.035,VALID,0,VALID,1.827,VALID,67,VALID,91,VALID,45,VALID,59,VALID,1.289,VALID,1.797,VALID,0.797,VALID,1.567,VALID,12.769
2/22/18,5:35:06 AM,3.899,VALID,3.924,VALID,3.883,VALID,98.968,VALID,99.067,VALID,98.866,VALID,640.745,VALID,640.781,VALID,640.711,VALID,0,VALID,0.013,VALID,0.041,VALID,0,VALID,4.05,VALID,65,VALID,89,VALID,45,VALID,68,VALID,1.594,VALID,2.398,VALID,0.898,VALID,1.935,VALID,12.765
2/22/18,5:40:06 AM,3.895,VALID,3.911,VALID,3.877,VALID,99.12,VALID,99.186,VALID,99.064,VALID,640.633,VALID,640.727,VALID,640.506,VALID,0,VALID,0.009,VALID,0.035,VALID,0,VALID,2.697,VALID,71,VALID,95,VALID,47,VALID,83,VALID,1.594,VALID,2.602,VALID,0.898,VALID,1.954,VALID,12.762
2/22/18,5:45:06 AM,3.905,VALID,3.932,VALID,3.88,VALID,99.306,VALID,99.377,VALID,99.165,VALID,640.551,VALID,640.684,VALID,640.474,VALID,0.1,VALID,0.009,VALID,0.037,VALID,0,VALID,2.686,VALID,69,VALID,99,VALID,15,VALID,77,VALID,1.766,VALID,2.602,VALID,0.898,VALID,2.239,VALID,12.761
2/22/18,5:50:06 AM,3.851,VALID,3.882,VALID,3.827,VALID,99.407,VALID,99.457,VALID,99.359,VALID,640.721,VALID,640.794,VALID,640.657,VALID,0.2,VALID,0,VALID,0.005,VALID,0,VALID,0.008,VALID,17,VALID,48,VALID,291,VALID,30,VALID,1.32,VALID,2.297,VALID,0.602,VALID,1.705,VALID,12.754
2/22/18,5:55:06 AM,3.843,VALID,3.862,VALID,3.827,VALID,99.443,VALID,99.484,VALID,99.322,VALID,640.858,VALID,640.948,VALID,640.772,VALID,0.2,VALID,0,VALID,0.004,VALID,0,VALID,0.004,VALID,354,VALID,97,VALID,222,VALID,311,VALID,0.969,VALID,2.398,VALID,0,VALID,1.359,VALID,12.75
2/22/18,6:00:06 AM,3.934,VALID,4.004,VALID,3.864,VALID,98.673,VALID,99.327,VALID,97.832,VALID,640.996,VALID,641.035,VALID,640.936,VALID,0.2,VALID,0.001,VALID,0.014,VALID,0,VALID,0.199,VALID,10,VALID,121,VALID,282,VALID,88,VALID,0.539,VALID,2.203,VALID,0,VALID,1.069,VALID,12.749
2/22/18,6:05:06 AM,4.077,VALID,4.104,VALID,4.007,VALID,97.267,VALID,97.815,VALID,97.116,VALID,640.988,VALID,641.017,VALID,640.964,VALID,0.2,VALID,0.006,VALID,0.04,VALID,0,VALID,1.904,VALID,101,VALID,189,VALID,47,VALID,87,VALID,1.438,VALID,2.797,VALID,0,VALID,1.869,VALID,12.748
