,,Calc_Instant_Hum_1m,,Calc_Instant_Hum_1m,,Calc_Instant_Hum_1m,,Calc_Instant_Lluvia_1m,,Calc_Instant_Temp_1m,,Calc_Instant_Temp_1m,,Calc_Instant_Temp_1m,,Calc_Instant_PBaro1_1m,,Calc_Instant_PBaro1_1m,,Calc_Instant_PBaro1_1m,
time,status,Avg,status,Max,status,Min,status,Sum,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,
12/13/16 12:20:06 PM,VALID,95.739,VALID,95.782,VALID,95.717,VALID,0.0,VALID,3.759,VALID,3.774,VALID,3.744,VALID,648.725,VALID,648.73,VALID,648.716,
12/13/16 12:21:06 PM,VALID,95.572,VALID,95.65,VALID,95.484,VALID,0.0,VALID,3.78,VALID,3.81,VALID,3.759,VALID,648.725,VALID,648.742,VALID,648.705,
12/13/16 12:22:06 PM,VALID,95.685,VALID,95.818,VALID,95.552,VALID,0.0,VALID,3.923,VALID,3.972,VALID,3.866,VALID,648.746,VALID,648.767,VALID,648.719,
12/13/16 12:23:06 PM,VALID,95.829,VALID,95.852,VALID,95.817,VALID,0.0,VALID,4.037,VALID,4.066,VALID,4.015,VALID,648.756,VALID,648.766,VALID,648.743,
12/13/16 12:24:06 PM,VALID,95.996,VALID,96.154,VALID,95.816,VALID,0.0,VALID,4.216,VALID,4.286,VALID,4.145,VALID,648.767,VALID,648.774,VALID,648.756,
12/13/16 12:25:06 PM,VALID,96.197,VALID,96.25,VALID,96.121,VALID,0.0,VALID,4.313,VALID,4.329,VALID,4.283,VALID,648.791,VALID,648.817,VALID,648.771,
12/13/16 12:26:06 PM,VALID,95.683,VALID,95.91,VALID,95.52,VALID,0.0,VALID,4.254,VALID,4.27,VALID,4.24,VALID,648.811,VALID,648.813,VALID,648.809,
12/13/16 12:27:06 PM,VALID,95.108,VALID,95.319,VALID,94.858,VALID,0.0,VALID,4.265,VALID,4.268,VALID,4.262,VALID,648.829,VALID,648.836,VALID,648.817,
12/13/16 12:28:06 PM,VALID,94.575,VALID,94.589,VALID,94.556,VALID,0.0,VALID,4.401,VALID,4.463,VALID,4.335,VALID,648.858,VALID,648.876,VALID,648.842,
12/13/16 12:29:06 PM,VALID,94.186,VALID,94.555,VALID,93.852,VALID,0.0,VALID,4.557,VALID,4.645,VALID,4.486,VALID,648.884,VALID,648.905,VALID,648.868,
12/13/16 12:30:06 PM,VALID,93.707,VALID,93.924,VALID,93.42,VALID,0.0,VALID,4.763,VALID,4.863,VALID,4.683,VALID,648.885,VALID,648.894,VALID,648.876,
12/13/16 12:31:06 PM,VALID,93.637,VALID,93.724,VALID,93.491,VALID,0.0,VALID,4.986,VALID,5.007,VALID,4.964,VALID,648.9,VALID,648.907,VALID,648.89,
12/13/16 12:32:06 PM,VALID,92.505,VALID,93.187,VALID,91.932,VALID,0.0,VALID,4.975,VALID,4.993,VALID,4.963,VALID,648.891,VALID,648.91,VALID,648.879,
12/13/16 12:33:06 PM,VALID,91.491,VALID,91.825,VALID,90.861,VALID,0.0,VALID,4.992,VALID,5.029,VALID,4.951,VALID,648.907,VALID,648.914,VALID,648.901,
12/13/16 12:34:06 PM,VALID,90.621,VALID,90.703,VALID,90.558,VALID,0.0,VALID,5.175,VALID,5.273,VALID,5.088,VALID,648.917,VALID,648.93,VALID,648.905,
12/13/16 12:35:06 PM,VALID,90.85,VALID,91.158,VALID,90.564,VALID,0.0,VALID,5.346,VALID,5.351,VALID,5.337,VALID,648.917,VALID,648.939,VALID,648.901,
12/13/16 12:36:06 PM,VALID,88.005,VALID,89.365,VALID,87.144,VALID,0.0,VALID,5.346,VALID,5.35,VALID,5.339,VALID,648.919,VALID,648.931,VALID,648.894,
12/13/16 12:37:06 PM,VALID,87.116,VALID,87.23,VALID,86.944,VALID,0.0,VALID,5.325,VALID,5.336,VALID,5.31,VALID,648.95,VALID,648.959,VALID,648.942,
12/13/16 12:38:06 PM,VALID,87.776,VALID,88.14,VALID,87.579,VALID,0.0,VALID,5.424,VALID,5.443,VALID,5.397,VALID,648.93,VALID,648.958,VALID,648.905,
12/13/16 12:39:06 PM,VALID,86.712,VALID,86.976,VALID,86.525,VALID,0.0,VALID,5.597,VALID,5.681,VALID,5.523,VALID,648.945,VALID,648.965,VALID,648.93,
12/13/16 12:40:06 PM,VALID,87.735,VALID,88.135,VALID,87.304,VALID,0.0,VALID,5.818,VALID,5.846,VALID,5.778,VALID,648.945,VALID,648.951,VALID,648.94,
12/13/16 12:41:06 PM,VALID,87.039,VALID,87.61,VALID,86.673,VALID,0.0,VALID,5.923,VALID,5.972,VALID,5.866,VALID,648.956,VALID,648.966,VALID,648.948,
12/13/16 12:42:07 PM,VALID,85.304,VALID,87.097,VALID,83.904,VALID,0.0,VALID,5.992,VALID,6.051,VALID,5.936,VALID,648.976,VALID,648.987,VALID,648.96,
12/13/16 12:43:06 PM,VALID,84.747,VALID,85.145,VALID,84.379,VALID,0.0,VALID,6.034,VALID,6.057,VALID,5.997,VALID,648.993,VALID,649.0,VALID,648.985,
12/13/16 12:44:06 PM,VALID,83.458,VALID,83.712,VALID,83.245,VALID,0.0,VALID,5.952,VALID,5.977,VALID,5.931,VALID,649.017,VALID,649.024,VALID,649.002,
12/13/16 12:45:06 PM,VALID,85.082,VALID,86.047,VALID,83.884,VALID,0.0,VALID,5.93,VALID,5.967,VALID,5.867,VALID,648.996,VALID,649.005,VALID,648.987,
12/13/16 12:46:06 PM,VALID,84.939,VALID,85.182,VALID,84.486,VALID,0.0,VALID,5.786,VALID,5.815,VALID,5.752,VALID,649.034,VALID,649.045,VALID,649.015,
12/13/16 12:47:06 PM,VALID,85.989,VALID,86.017,VALID,85.975,VALID,0.0,VALID,5.835,VALID,5.879,VALID,5.791,VALID,649.034,VALID,649.05,VALID,649.014,
12/13/16 12:48:06 PM,VALID,85.801,VALID,86.408,VALID,85.078,VALID,0.0,VALID,5.992,VALID,6.043,VALID,5.953,VALID,649.02,VALID,649.028,VALID,649.013,
12/13/16 12:49:06 PM,VALID,84.929,VALID,85.185,VALID,84.451,VALID,0.0,VALID,6.143,VALID,6.206,VALID,6.093,VALID,649.037,VALID,649.06,VALID,649.001,
12/13/16 12:50:06 PM,VALID,85.413,VALID,86.11,VALID,84.852,VALID,0.0,VALID,6.244,VALID,6.294,VALID,6.186,VALID,649.069,VALID,649.095,VALID,649.047,
12/13/16 12:51:06 PM,VALID,86.068,VALID,86.846,VALID,85.054,VALID,0.0,VALID,6.399,VALID,6.451,VALID,6.311,VALID,649.083,VALID,649.087,VALID,649.079,
12/13/16 12:52:06 PM,VALID,86.122,VALID,86.644,VALID,85.745,VALID,0.0,VALID,6.476,VALID,6.52,VALID,6.408,VALID,649.092,VALID,649.106,VALID,649.08,
12/13/16 12:53:06 PM,VALID,81.891,VALID,84.122,VALID,80.76,VALID,0.0,VALID,6.261,VALID,6.323,VALID,6.209,VALID,649.13,VALID,649.144,VALID,649.108,
12/13/16 12:54:06 PM,VALID,83.941,VALID,84.546,VALID,83.189,VALID,0.0,VALID,6.086,VALID,6.114,VALID,6.068,VALID,649.139,VALID,649.156,VALID,649.131,
12/13/16 12:55:06 PM,VALID,86.738,VALID,87.648,VALID,85.584,VALID,0.0,VALID,6.065,VALID,6.128,VALID,6.017,VALID,649.164,VALID,649.176,VALID,649.148,
12/13/16 12:56:06 PM,VALID,86.85,VALID,87.448,VALID,86.55,VALID,0.0,VALID,6.06,VALID,6.09,VALID,6.045,VALID,649.165,VALID,649.179,VALID,649.153,
12/13/16 12:57:06 PM,VALID,86.273,VALID,87.684,VALID,85.319,VALID,0.0,VALID,6.077,VALID,6.118,VALID,6.051,VALID,649.179,VALID,649.192,VALID,649.159,
12/13/16 12:58:06 PM,VALID,86.38,VALID,87.082,VALID,85.684,VALID,0.0,VALID,6.128,VALID,6.14,VALID,6.118,VALID,649.205,VALID,649.234,VALID,649.184,
12/13/16 12:59:06 PM,VALID,85.026,VALID,86.516,VALID,82.824,VALID,0.0,VALID,6.016,VALID,6.049,VALID,5.989,VALID,649.229,VALID,649.244,VALID,649.218,
12/13/16 1:00:07 PM,VALID,84.853,VALID,86.784,VALID,82.522,VALID,0.0,VALID,6.067,VALID,6.08,VALID,6.048,VALID,649.248,VALID,649.257,VALID,649.242,
12/13/16 1:01:07 PM,VALID,87.856,VALID,88.549,VALID,87.014,VALID,0.0,VALID,6.145,VALID,6.153,VALID,6.136,VALID,649.247,VALID,649.266,VALID,649.23,
12/13/16 1:02:07 PM,VALID,87.283,VALID,87.417,VALID,87.081,VALID,0.0,VALID,6.149,VALID,6.162,VALID,6.128,VALID,649.263,VALID,649.278,VALID,649.25,
12/13/16 1:03:07 PM,VALID,87.079,VALID,87.476,VALID,86.711,VALID,0.0,VALID,6.171,VALID,6.195,VALID,6.142,VALID,649.269,VALID,649.287,VALID,649.255,
12/13/16 1:04:07 PM,VALID,87.881,VALID,88.315,VALID,87.481,VALID,0.0,VALID,6.198,VALID,6.212,VALID,6.171,VALID,649.276,VALID,649.311,VALID,649.247,
12/13/16 1:05:07 PM,VALID,87.267,VALID,87.573,VALID,87.114,VALID,0.0,VALID,6.147,VALID,6.166,VALID,6.113,VALID,649.275,VALID,649.282,VALID,649.271,
12/13/16 1:06:07 PM,VALID,84.453,VALID,86.151,VALID,82.721,VALID,0.0,VALID,6.165,VALID,6.197,VALID,6.145,VALID,649.29,VALID,649.314,VALID,649.271,
12/13/16 1:07:06 PM,VALID,84.251,VALID,85.154,VALID,83.281,VALID,0.0,VALID,6.213,VALID,6.245,VALID,6.182,VALID,649.301,VALID,649.302,VALID,649.3,
12/13/16 1:08:06 PM,VALID,86.685,VALID,87.677,VALID,85.603,VALID,0.0,VALID,6.373,VALID,6.435,VALID,6.328,VALID,649.302,VALID,649.304,VALID,649.301,
12/13/16 1:09:06 PM,VALID,87.43,VALID,87.937,VALID,86.573,VALID,0.0,VALID,6.781,VALID,6.983,VALID,6.618,VALID,649.294,VALID,649.299,VALID,649.291,
12/13/16 1:10:06 PM,VALID,86.625,VALID,88.712,VALID,83.822,VALID,0.0,VALID,7.162,VALID,7.194,VALID,7.118,VALID,649.315,VALID,649.333,VALID,649.296,
12/13/16 1:11:06 PM,VALID,79.503,VALID,80.358,VALID,78.754,VALID,0.0,VALID,7.271,VALID,7.311,VALID,7.218,VALID,649.305,VALID,649.311,VALID,649.295,
12/13/16 1:12:07 PM,VALID,79.059,VALID,82.055,VALID,76.567,VALID,0.0,VALID,7.176,VALID,7.269,VALID,7.11,VALID,649.294,VALID,649.314,VALID,649.278,
12/13/16 1:13:07 PM,VALID,79.69,VALID,82.688,VALID,77.231,VALID,0.0,VALID,7.261,VALID,7.38,VALID,7.153,VALID,649.317,VALID,649.326,VALID,649.313,
12/13/16 1:14:07 PM,VALID,85.614,VALID,86.349,VALID,84.917,VALID,0.0,VALID,7.627,VALID,7.751,VALID,7.482,VALID,649.324,VALID,649.345,VALID,649.304,
12/13/16 1:15:07 PM,VALID,77.264,VALID,81.115,VALID,74.173,VALID,0.0,VALID,7.82,VALID,7.862,VALID,7.796,VALID,649.319,VALID,649.33,VALID,649.307,
12/13/16 1:16:07 PM,VALID,78.625,VALID,80.096,VALID,77.382,VALID,0.0,VALID,8.01,VALID,8.073,VALID,7.969,VALID,649.361,VALID,649.389,VALID,649.309,
12/13/16 1:17:07 PM,VALID,79.83,VALID,81.249,VALID,78.164,VALID,0.0,VALID,7.843,VALID,7.893,VALID,7.814,VALID,649.36,VALID,649.364,VALID,649.354,
12/13/16 1:18:07 PM,VALID,81.016,VALID,82.023,VALID,79.599,VALID,0.0,VALID,7.874,VALID,7.898,VALID,7.838,VALID,649.386,VALID,649.402,VALID,649.366,
12/13/16 1:19:07 PM,VALID,77.084,VALID,78.497,VALID,75.662,VALID,0.0,VALID,7.856,VALID,7.921,VALID,7.756,VALID,649.399,VALID,649.429,VALID,649.381,
12/13/16 1:20:07 PM,VALID,78.265,VALID,79.929,VALID,77.2,VALID,0.0,VALID,7.59,VALID,7.646,VALID,7.537,VALID,649.422,VALID,649.431,VALID,649.414,
12/13/16 1:21:07 PM,VALID,79.948,VALID,80.351,VALID,79.511,VALID,0.0,VALID,7.334,VALID,7.458,VALID,7.214,VALID,649.427,VALID,649.435,VALID,649.42,
12/13/16 1:22:07 PM,VALID,80.606,VALID,80.995,VALID,79.862,VALID,0.0,VALID,7.084,VALID,7.124,VALID,7.051,VALID,649.433,VALID,649.468,VALID,649.388,
12/13/16 1:23:07 PM,VALID,81.823,VALID,83.382,VALID,80.694,VALID,0.0,VALID,7.019,VALID,7.047,VALID,6.989,VALID,649.446,VALID,649.46,VALID,649.435,
12/13/16 1:24:07 PM,VALID,84.62,VALID,85.519,VALID,83.656,VALID,0.0,VALID,6.927,VALID,6.98,VALID,6.845,VALID,649.426,VALID,649.452,VALID,649.411,
12/13/16 1:25:07 PM,VALID,86.46,VALID,87.185,VALID,85.686,VALID,0.0,VALID,6.8,VALID,6.819,VALID,6.786,VALID,649.477,VALID,649.495,VALID,649.467,
12/13/16 1:26:07 PM,VALID,87.394,VALID,88.117,VALID,86.016,VALID,0.0,VALID,6.616,VALID,6.764,VALID,6.499,VALID,649.477,VALID,649.488,VALID,649.463,
12/13/16 1:27:07 PM,VALID,86.438,VALID,86.785,VALID,85.751,VALID,0.0,VALID,6.314,VALID,6.395,VALID,6.235,VALID,649.473,VALID,649.485,VALID,649.46,
12/13/16 1:28:07 PM,VALID,87.256,VALID,88.15,VALID,86.776,VALID,0.0,VALID,6.193,VALID,6.244,VALID,6.143,VALID,649.473,VALID,649.491,VALID,649.46,
12/13/16 1:29:07 PM,VALID,86.993,VALID,87.117,VALID,86.918,VALID,0.0,VALID,6.17,VALID,6.184,VALID,6.145,VALID,649.517,VALID,649.528,VALID,649.504,
12/13/16 1:30:07 PM,VALID,86.048,VALID,86.948,VALID,85.013,VALID,0.0,VALID,6.114,VALID,6.211,VALID,6.061,VALID,649.536,VALID,649.548,VALID,649.528,
12/13/16 1:31:07 PM,VALID,86.471,VALID,88.145,VALID,84.454,VALID,0.0,VALID,6.177,VALID,6.218,VALID,6.145,VALID,649.538,VALID,649.544,VALID,649.527,
12/13/16 1:32:07 PM,VALID,87.519,VALID,87.98,VALID,87.066,VALID,0.0,VALID,6.204,VALID,6.23,VALID,6.172,VALID,649.557,VALID,649.564,VALID,649.552,
12/13/16 1:33:07 PM,VALID,85.083,VALID,86.712,VALID,83.621,VALID,0.0,VALID,6.097,VALID,6.111,VALID,6.079,VALID,649.556,VALID,649.562,VALID,649.55,
12/13/16 1:34:07 PM,VALID,83.416,VALID,83.617,VALID,83.287,VALID,0.0,VALID,6.051,VALID,6.059,VALID,6.045,VALID,649.562,VALID,649.583,VALID,649.544,
12/13/16 1:35:07 PM,VALID,85.431,VALID,86.306,VALID,84.241,VALID,0.0,VALID,6.138,VALID,6.196,VALID,6.097,VALID,649.585,VALID,649.601,VALID,649.57,
12/13/16 1:36:07 PM,VALID,88.026,VALID,88.903,VALID,87.168,VALID,0.0,VALID,6.198,VALID,6.248,VALID,6.142,VALID,649.599,VALID,649.613,VALID,649.573,
12/13/16 1:37:07 PM,VALID,86.268,VALID,87.609,VALID,85.449,VALID,0.0,VALID,6.11,VALID,6.125,VALID,6.093,VALID,649.553,VALID,649.574,VALID,649.531,
12/13/16 1:38:07 PM,VALID,84.758,VALID,85.345,VALID,84.281,VALID,0.0,VALID,6.079,VALID,6.097,VALID,6.062,VALID,649.533,VALID,649.549,VALID,649.519,
12/13/16 1:39:07 PM,VALID,85.234,VALID,85.412,VALID,85.144,VALID,0.0,VALID,6.174,VALID,6.28,VALID,6.114,VALID,649.538,VALID,649.554,VALID,649.523,
12/13/16 1:40:07 PM,VALID,86.598,VALID,88.107,VALID,85.41,VALID,0.0,VALID,6.303,VALID,6.345,VALID,6.276,VALID,649.565,VALID,649.572,VALID,649.559,
12/13/16 1:41:07 PM,VALID,82.947,VALID,83.009,VALID,82.848,VALID,0.0,VALID,6.289,VALID,6.334,VALID,6.257,VALID,649.538,VALID,649.554,VALID,649.527,
12/13/16 1:42:07 PM,VALID,84.878,VALID,85.277,VALID,84.246,VALID,0.0,VALID,6.464,VALID,6.522,VALID,6.405,VALID,649.554,VALID,649.571,VALID,649.533,
12/13/16 1:43:07 PM,VALID,82.711,VALID,83.714,VALID,82.175,VALID,0.0,VALID,6.621,VALID,6.671,VALID,6.568,VALID,649.551,VALID,649.582,VALID,649.521,
12/13/16 1:44:07 PM,VALID,82.609,VALID,82.908,VALID,82.082,VALID,0.0,VALID,6.64,VALID,6.677,VALID,6.598,VALID,649.531,VALID,649.551,VALID,649.508,
12/13/16 1:45:07 PM,VALID,81.758,VALID,81.914,VALID,81.576,VALID,0.0,VALID,6.606,VALID,6.623,VALID,6.596,VALID,649.514,VALID,649.517,VALID,649.508,
12/13/16 1:46:07 PM,VALID,82.594,VALID,82.615,VALID,82.583,VALID,0.0,VALID,6.624,VALID,6.652,VALID,6.597,VALID,649.525,VALID,649.545,VALID,649.512,
12/13/16 1:47:07 PM,VALID,80.085,VALID,80.513,VALID,79.655,VALID,0.0,VALID,6.541,VALID,6.552,VALID,6.535,VALID,649.501,VALID,649.507,VALID,649.492,
12/13/16 1:48:07 PM,VALID,82.304,VALID,83.846,VALID,80.985,VALID,0.0,VALID,6.652,VALID,6.706,VALID,6.592,VALID,649.488,VALID,649.513,VALID,649.469,
12/13/16 1:49:07 PM,VALID,80.947,VALID,82.078,VALID,80.314,VALID,0.0,VALID,6.765,VALID,6.812,VALID,6.731,VALID,649.492,VALID,649.509,VALID,649.466,
12/13/16 1:50:07 PM,VALID,83.17,VALID,84.313,VALID,81.817,VALID,0.0,VALID,6.969,VALID,7.06,VALID,6.905,VALID,649.486,VALID,649.492,VALID,649.481,
12/13/16 1:51:07 PM,VALID,85.951,VALID,86.636,VALID,85.373,VALID,0.0,VALID,7.125,VALID,7.183,VALID,7.071,VALID,649.489,VALID,649.505,VALID,649.467,
12/13/16 1:52:07 PM,VALID,85.277,VALID,85.612,VALID,84.842,VALID,0.0,VALID,7.18,VALID,7.211,VALID,7.154,VALID,649.492,VALID,649.499,VALID,649.484,
12/13/16 1:53:07 PM,VALID,85.878,VALID,85.947,VALID,85.747,VALID,0.0,VALID,7.35,VALID,7.441,VALID,7.256,VALID,649.467,VALID,649.497,VALID,649.446,
12/13/16 1:54:07 PM,VALID,84.102,VALID,85.905,VALID,82.518,VALID,0.0,VALID,7.411,VALID,7.449,VALID,7.37,VALID,649.441,VALID,649.459,VALID,649.43,
12/13/16 1:55:07 PM,VALID,84.86,VALID,85.846,VALID,84.15,VALID,0.0,VALID,7.441,VALID,7.472,VALID,7.419,VALID,649.444,VALID,649.462,VALID,649.432,
12/13/16 1:56:07 PM,VALID,83.728,VALID,83.916,VALID,83.485,VALID,0.0,VALID,7.487,VALID,7.503,VALID,7.476,VALID,649.465,VALID,649.472,VALID,649.454,
12/13/16 1:57:07 PM,VALID,81.417,VALID,82.415,VALID,80.712,VALID,0.0,VALID,7.389,VALID,7.431,VALID,7.36,VALID,649.448,VALID,649.451,VALID,649.444,
12/13/16 1:58:07 PM,VALID,83.259,VALID,84.212,VALID,82.622,VALID,0.0,VALID,7.439,VALID,7.461,VALID,7.42,VALID,649.462,VALID,649.474,VALID,649.447,
12/13/16 1:59:07 PM,VALID,84.294,VALID,84.984,VALID,83.619,VALID,0.0,VALID,7.54,VALID,7.591,VALID,7.511,VALID,649.484,VALID,649.496,VALID,649.468,
12/13/16 2:00:07 PM,VALID,81.763,VALID,82.477,VALID,80.958,VALID,0.0,VALID,7.393,VALID,7.415,VALID,7.379,VALID,649.479,VALID,649.487,VALID,649.473,
12/13/16 2:01:07 PM,VALID,81.907,VALID,83.952,VALID,79.683,VALID,0.0,VALID,7.261,VALID,7.33,VALID,7.215,VALID,649.46,VALID,649.478,VALID,649.441,
12/13/16 2:02:07 PM,VALID,82.13,VALID,82.948,VALID,80.557,VALID,0.0,VALID,7.285,VALID,7.311,VALID,7.267,VALID,649.5,VALID,649.505,VALID,649.498,
12/13/16 2:03:07 PM,VALID,82.436,VALID,83.552,VALID,80.977,VALID,0.0,VALID,7.278,VALID,7.296,VALID,7.259,VALID,649.516,VALID,649.521,VALID,649.511,
12/13/16 2:04:07 PM,VALID,81.817,VALID,82.154,VALID,81.513,VALID,0.0,VALID,7.278,VALID,7.286,VALID,7.262,VALID,649.517,VALID,649.539,VALID,649.497,
12/13/16 2:05:07 PM,VALID,80.064,VALID,80.523,VALID,79.353,VALID,0.0,VALID,7.102,VALID,7.206,VALID,6.994,VALID,649.494,VALID,649.497,VALID,649.489,
12/13/16 2:06:07 PM,VALID,80.189,VALID,80.957,VALID,79.527,VALID,0.0,VALID,6.857,VALID,6.905,VALID,6.823,VALID,649.535,VALID,649.545,VALID,649.525,
12/13/16 2:07:07 PM,VALID,82.299,VALID,82.419,VALID,82.122,VALID,0.0,VALID,6.74,VALID,6.797,VALID,6.684,VALID,649.548,VALID,649.558,VALID,649.534,
12/13/16 2:08:07 PM,VALID,83.027,VALID,83.775,VALID,82.552,VALID,0.0,VALID,6.655,VALID,6.658,VALID,6.652,VALID,649.585,VALID,649.597,VALID,649.574,
12/13/16 2:09:07 PM,VALID,84.38,VALID,84.543,VALID,84.215,VALID,0.0,VALID,6.674,VALID,6.688,VALID,6.659,VALID,649.592,VALID,649.601,VALID,649.574,
12/13/16 2:10:07 PM,VALID,84.072,VALID,84.549,VALID,83.617,VALID,0.0,VALID,6.672,VALID,6.677,VALID,6.668,VALID,649.585,VALID,649.59,VALID,649.577,
12/13/16 2:11:07 PM,VALID,84.003,VALID,84.881,VALID,82.846,VALID,0.0,VALID,6.487,VALID,6.604,VALID,6.365,VALID,649.594,VALID,649.638,VALID,649.542,
12/13/16 2:12:07 PM,VALID,82.628,VALID,83.083,VALID,82.35,VALID,0.0,VALID,6.195,VALID,6.256,VALID,6.155,VALID,649.614,VALID,649.637,VALID,649.587,
12/13/16 2:13:07 PM,VALID,83.688,VALID,83.908,VALID,83.443,VALID,0.0,VALID,6.083,VALID,6.115,VALID,6.052,VALID,649.633,VALID,649.652,VALID,649.615,
12/13/16 2:14:07 PM,VALID,84.645,VALID,85.343,VALID,83.847,VALID,0.0,VALID,6.121,VALID,6.181,VALID,6.072,VALID,649.615,VALID,649.672,VALID,649.58,
12/13/16 2:15:07 PM,VALID,86.314,VALID,87.265,VALID,85.435,VALID,0.0,VALID,6.257,VALID,6.277,VALID,6.242,VALID,649.69,VALID,649.693,VALID,649.687,
12/13/16 2:16:07 PM,VALID,84.575,VALID,84.838,VALID,84.344,VALID,0.0,VALID,6.232,VALID,6.246,VALID,6.219,VALID,649.655,VALID,649.668,VALID,649.644,
12/13/16 2:17:07 PM,VALID,85.25,VALID,85.408,VALID,85.042,VALID,0.0,VALID,6.269,VALID,6.29,VALID,6.243,VALID,649.661,VALID,649.671,VALID,649.653,
12/13/16 2:18:07 PM,VALID,85.684,VALID,86.535,VALID,84.676,VALID,0.0,VALID,6.427,VALID,6.511,VALID,6.355,VALID,649.66,VALID,649.675,VALID,649.643,
12/13/16 2:19:07 PM,VALID,86.528,VALID,86.868,VALID,86.01,VALID,0.0,VALID,6.648,VALID,6.718,VALID,6.592,VALID,649.65,VALID,649.673,VALID,649.636,
12/13/16 2:20:07 PM,VALID,85.741,VALID,86.174,VALID,85.337,VALID,0.0,VALID,6.815,VALID,6.847,VALID,6.794,VALID,649.665,VALID,649.684,VALID,649.651,
12/13/16 2:21:07 PM,VALID,83.762,VALID,84.576,VALID,83.069,VALID,0.0,VALID,6.822,VALID,6.825,VALID,6.82,VALID,649.675,VALID,649.685,VALID,649.667,
12/13/16 2:22:07 PM,VALID,83.41,VALID,83.67,VALID,83.079,VALID,0.0,VALID,6.81,VALID,6.841,VALID,6.774,VALID,649.681,VALID,649.688,VALID,649.677,
12/13/16 2:23:07 PM,VALID,82.821,VALID,83.306,VALID,82.341,VALID,0.0,VALID,6.735,VALID,6.748,VALID,6.724,VALID,649.693,VALID,649.709,VALID,649.674,
12/13/16 2:24:07 PM,VALID,82.967,VALID,83.282,VALID,82.484,VALID,0.0,VALID,6.813,VALID,6.873,VALID,6.764,VALID,649.715,VALID,649.725,VALID,649.708,
12/13/16 2:25:07 PM,VALID,83.166,VALID,84.406,VALID,81.484,VALID,0.0,VALID,6.868,VALID,6.875,VALID,6.858,VALID,649.711,VALID,649.731,VALID,649.696,
12/13/16 2:26:07 PM,VALID,81.129,VALID,81.451,VALID,80.819,VALID,0.0,VALID,6.843,VALID,6.886,VALID,6.8,VALID,649.699,VALID,649.709,VALID,649.684,
12/13/16 2:27:07 PM,VALID,81.122,VALID,81.517,VALID,80.741,VALID,0.0,VALID,6.71,VALID,6.748,VALID,6.681,VALID,649.723,VALID,649.724,VALID,649.722,
12/13/16 2:28:07 PM,VALID,82.005,VALID,82.166,VALID,81.87,VALID,0.0,VALID,6.638,VALID,6.66,VALID,6.617,VALID,649.742,VALID,649.759,VALID,649.732,
12/13/16 2:29:07 PM,VALID,83.286,VALID,84.374,VALID,82.574,VALID,0.0,VALID,6.678,VALID,6.72,VALID,6.638,VALID,649.736,VALID,649.763,VALID,649.719,
12/13/16 2:30:07 PM,VALID,86.883,VALID,87.169,VALID,86.411,VALID,0.0,VALID,6.796,VALID,6.853,VALID,6.743,VALID,649.768,VALID,649.783,VALID,649.76,
12/13/16 2:31:07 PM,VALID,86.94,VALID,87.076,VALID,86.868,VALID,0.0,VALID,6.87,VALID,6.873,VALID,6.868,VALID,649.751,VALID,649.759,VALID,649.745,
12/13/16 2:32:07 PM,VALID,86.263,VALID,86.608,VALID,85.612,VALID,0.0,VALID,6.789,VALID,6.857,VALID,6.724,VALID,649.744,VALID,649.759,VALID,649.733,
12/13/16 2:33:07 PM,VALID,85.233,VALID,85.511,VALID,84.911,VALID,0.0,VALID,6.603,VALID,6.634,VALID,6.559,VALID,649.742,VALID,649.756,VALID,649.728,
12/13/16 2:34:07 PM,VALID,86.349,VALID,86.679,VALID,86.036,VALID,0.0,VALID,6.534,VALID,6.538,VALID,6.531,VALID,649.765,VALID,649.782,VALID,649.755,
12/13/16 2:35:06 PM,VALID,87.049,VALID,87.674,VALID,86.475,VALID,0.0,VALID,6.578,VALID,6.611,VALID,6.548,VALID,649.76,VALID,649.765,VALID,649.753,
12/13/16 2:36:06 PM,VALID,87.626,VALID,87.936,VALID,87.341,VALID,0.0,VALID,6.634,VALID,6.664,VALID,6.584,VALID,649.734,VALID,649.736,VALID,649.732,
12/13/16 2:37:06 PM,VALID,86.71,VALID,88.207,VALID,85.414,VALID,0.0,VALID,6.621,VALID,6.65,VALID,6.601,VALID,649.748,VALID,649.757,VALID,649.742,
12/13/16 2:38:06 PM,VALID,84.23,VALID,84.405,VALID,84.08,VALID,0.0,VALID,6.675,VALID,6.752,VALID,6.626,VALID,649.721,VALID,649.731,VALID,649.704,
12/13/16 2:39:06 PM,VALID,86.106,VALID,86.575,VALID,85.84,VALID,0.0,VALID,6.857,VALID,6.926,VALID,6.782,VALID,649.764,VALID,649.77,VALID,649.754,
12/13/16 2:40:06 PM,VALID,85.366,VALID,85.976,VALID,84.382,VALID,0.0,VALID,7.0,VALID,7.031,VALID,6.983,VALID,649.759,VALID,649.78,VALID,649.731,
12/13/16 2:41:06 PM,VALID,83.493,VALID,83.948,VALID,83.017,VALID,0.0,VALID,7.023,VALID,7.04,VALID,7.003,VALID,649.735,VALID,649.738,VALID,649.729,
12/13/16 2:42:06 PM,VALID,81.865,VALID,82.616,VALID,81.368,VALID,0.0,VALID,6.963,VALID,6.972,VALID,6.952,VALID,649.708,VALID,649.725,VALID,649.69,
