,,Calc_Instant_Hum_1m,,Calc_Instant_Hum_1m,,Calc_Instant_Hum_1m,,Calc_Instant_Lluvia_1m,,Calc_Instant_Temp_1m,,Calc_Instant_Temp_1m,,Calc_Instant_Temp_1m,,Calc_Instant_PBaro1_1m,,Calc_Instant_PBaro1_1m,,Calc_Instant_PBaro1_1m,
time,status,Avg,status,Max,status,Min,status,Sum,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,
12/12/16 1:07:06 PM,VALID,95.965,VALID,96.173,VALID,95.65,VALID,0.0,VALID,4.114,VALID,4.202,VALID,4.05,VALID,649.109,VALID,649.13,VALID,649.084,
12/12/16 1:08:06 PM,VALID,95.484,VALID,95.582,VALID,95.418,VALID,0.0,VALID,4.09,VALID,4.164,VALID,4.023,VALID,649.122,VALID,649.158,VALID,649.091,
12/12/16 1:09:06 PM,VALID,95.823,VALID,95.947,VALID,95.648,VALID,0.0,VALID,4.075,VALID,4.161,VALID,4.001,VALID,649.159,VALID,649.177,VALID,649.143,
12/12/16 1:10:06 PM,VALID,95.422,VALID,95.551,VALID,95.341,VALID,0.0,VALID,4.062,VALID,4.126,VALID,4.008,VALID,649.177,VALID,649.192,VALID,649.157,
12/12/16 1:11:06 PM,VALID,95.956,VALID,96.14,VALID,95.781,VALID,0.0,VALID,4.213,VALID,4.241,VALID,4.187,VALID,649.159,VALID,649.177,VALID,649.144,
12/12/16 1:12:06 PM,VALID,95.822,VALID,96.14,VALID,95.551,VALID,0.0,VALID,4.005,VALID,4.093,VALID,3.921,VALID,649.157,VALID,649.17,VALID,649.144,
12/12/16 1:13:06 PM,VALID,95.248,VALID,95.344,VALID,95.116,VALID,0.0,VALID,3.865,VALID,3.907,VALID,3.837,VALID,649.209,VALID,649.23,VALID,649.184,
12/12/16 1:14:06 PM,VALID,95.752,VALID,95.908,VALID,95.54,VALID,0.0,VALID,3.965,VALID,3.981,VALID,3.949,VALID,649.228,VALID,649.241,VALID,649.207,
12/12/16 1:15:06 PM,VALID,95.99,VALID,96.048,VALID,95.94,VALID,0.0,VALID,3.951,VALID,3.963,VALID,3.937,VALID,649.242,VALID,649.25,VALID,649.237,
12/12/16 1:16:06 PM,VALID,96.009,VALID,96.014,VALID,96.007,VALID,0.0,VALID,3.914,VALID,3.935,VALID,3.902,VALID,649.243,VALID,649.25,VALID,649.232,
12/12/16 1:17:06 PM,VALID,96.198,VALID,96.27,VALID,96.146,VALID,0.0,VALID,3.961,VALID,3.977,VALID,3.946,VALID,649.225,VALID,649.24,VALID,649.205,
12/12/16 1:18:06 PM,VALID,96.199,VALID,96.241,VALID,96.174,VALID,0.0,VALID,3.948,VALID,3.953,VALID,3.945,VALID,649.226,VALID,649.235,VALID,649.218,
12/12/16 1:19:06 PM,VALID,96.266,VALID,96.275,VALID,96.249,VALID,0.0,VALID,3.973,VALID,3.994,VALID,3.96,VALID,649.24,VALID,649.245,VALID,649.238,
12/12/16 1:20:06 PM,VALID,96.444,VALID,96.537,VALID,96.347,VALID,0.0,VALID,4.064,VALID,4.096,VALID,4.027,VALID,649.248,VALID,649.282,VALID,649.203,
12/12/16 1:21:06 PM,VALID,96.645,VALID,96.649,VALID,96.637,VALID,0.0,VALID,4.098,VALID,4.108,VALID,4.085,VALID,649.275,VALID,649.281,VALID,649.266,
12/12/16 1:22:06 PM,VALID,96.677,VALID,96.715,VALID,96.637,VALID,0.0,VALID,4.059,VALID,4.071,VALID,4.041,VALID,649.264,VALID,649.272,VALID,649.253,
12/12/16 1:23:06 PM,VALID,96.61,VALID,96.647,VALID,96.579,VALID,0.0,VALID,4.0,VALID,4.015,VALID,3.985,VALID,649.251,VALID,649.257,VALID,649.244,
12/12/16 1:24:06 PM,VALID,96.692,VALID,96.747,VALID,96.614,VALID,0.0,VALID,4.018,VALID,4.04,VALID,3.996,VALID,649.249,VALID,649.26,VALID,649.229,
12/12/16 1:25:06 PM,VALID,96.733,VALID,96.747,VALID,96.706,VALID,0.0,VALID,4.052,VALID,4.106,VALID,4.004,VALID,649.234,VALID,649.256,VALID,649.216,
12/12/16 1:26:07 PM,VALID,96.869,VALID,96.882,VALID,96.846,VALID,0.0,VALID,4.124,VALID,4.142,VALID,4.099,VALID,649.265,VALID,649.269,VALID,649.261,
12/12/16 1:27:06 PM,VALID,96.811,VALID,96.815,VALID,96.807,VALID,0.0,VALID,4.164,VALID,4.173,VALID,4.156,VALID,649.284,VALID,649.304,VALID,649.262,
12/12/16 1:28:06 PM,VALID,96.852,VALID,96.938,VALID,96.779,VALID,0.0,VALID,4.227,VALID,4.253,VALID,4.188,VALID,649.267,VALID,649.283,VALID,649.248,
12/12/16 1:29:06 PM,VALID,96.756,VALID,96.848,VALID,96.704,VALID,0.0,VALID,4.232,VALID,4.259,VALID,4.211,VALID,649.257,VALID,649.272,VALID,649.24,
12/12/16 1:30:06 PM,VALID,96.247,VALID,96.447,VALID,96.048,VALID,0.0,VALID,4.163,VALID,4.178,VALID,4.145,VALID,649.275,VALID,649.328,VALID,649.223,
12/12/16 1:31:06 PM,VALID,96.113,VALID,96.183,VALID,96.075,VALID,0.0,VALID,4.148,VALID,4.191,VALID,4.098,VALID,649.289,VALID,649.313,VALID,649.277,
12/12/16 1:32:06 PM,VALID,95.914,VALID,95.95,VALID,95.841,VALID,0.0,VALID,4.098,VALID,4.121,VALID,4.075,VALID,649.299,VALID,649.314,VALID,649.282,
12/12/16 1:33:06 PM,VALID,96.001,VALID,96.048,VALID,95.942,VALID,0.0,VALID,4.109,VALID,4.118,VALID,4.105,VALID,649.26,VALID,649.285,VALID,649.23,
12/12/16 1:34:06 PM,VALID,95.891,VALID,95.916,VALID,95.841,VALID,0.0,VALID,4.146,VALID,4.196,VALID,4.114,VALID,649.266,VALID,649.287,VALID,649.234,
12/12/16 1:35:06 PM,VALID,96.127,VALID,96.184,VALID,96.079,VALID,0.0,VALID,4.245,VALID,4.251,VALID,4.239,VALID,649.287,VALID,649.329,VALID,649.265,
12/12/16 1:36:06 PM,VALID,95.769,VALID,96.041,VALID,95.485,VALID,0.0,VALID,4.226,VALID,4.231,VALID,4.221,VALID,649.301,VALID,649.327,VALID,649.276,
12/12/16 1:37:06 PM,VALID,95.122,VALID,95.304,VALID,94.978,VALID,0.0,VALID,4.225,VALID,4.231,VALID,4.214,VALID,649.284,VALID,649.297,VALID,649.262,
12/12/16 1:38:06 PM,VALID,94.701,VALID,94.743,VALID,94.644,VALID,0.0,VALID,4.281,VALID,4.368,VALID,4.219,VALID,649.302,VALID,649.312,VALID,649.29,
12/12/16 1:39:06 PM,VALID,95.445,VALID,95.642,VALID,95.117,VALID,0.0,VALID,4.384,VALID,4.429,VALID,4.305,VALID,649.288,VALID,649.293,VALID,649.285,
12/12/16 1:40:06 PM,VALID,95.594,VALID,95.815,VALID,95.383,VALID,0.0,VALID,4.401,VALID,4.447,VALID,4.357,VALID,649.298,VALID,649.307,VALID,649.289,
12/12/16 1:41:06 PM,VALID,96.102,VALID,96.182,VALID,96.005,VALID,0.0,VALID,4.471,VALID,4.497,VALID,4.438,VALID,649.299,VALID,649.307,VALID,649.285,
12/12/16 1:42:06 PM,VALID,95.359,VALID,95.947,VALID,94.852,VALID,0.0,VALID,4.338,VALID,4.349,VALID,4.32,VALID,649.335,VALID,649.348,VALID,649.323,
12/12/16 1:43:06 PM,VALID,94.86,VALID,95.084,VALID,94.712,VALID,0.0,VALID,4.471,VALID,4.527,VALID,4.405,VALID,649.333,VALID,649.34,VALID,649.327,
12/12/16 1:44:06 PM,VALID,95.329,VALID,95.383,VALID,95.253,VALID,0.0,VALID,4.494,VALID,4.528,VALID,4.474,VALID,649.329,VALID,649.34,VALID,649.317,
12/12/16 1:45:06 PM,VALID,95.251,VALID,95.284,VALID,95.217,VALID,0.0,VALID,4.461,VALID,4.473,VALID,4.449,VALID,649.348,VALID,649.36,VALID,649.338,
12/12/16 1:46:06 PM,VALID,95.271,VALID,95.351,VALID,95.184,VALID,0.0,VALID,4.388,VALID,4.395,VALID,4.383,VALID,649.337,VALID,649.346,VALID,649.328,
12/12/16 1:47:06 PM,VALID,95.247,VALID,95.31,VALID,95.211,VALID,0.0,VALID,4.288,VALID,4.316,VALID,4.27,VALID,649.344,VALID,649.357,VALID,649.33,
12/12/16 1:48:06 PM,VALID,95.354,VALID,95.51,VALID,95.243,VALID,0.0,VALID,4.304,VALID,4.318,VALID,4.287,VALID,649.339,VALID,649.346,VALID,649.33,
12/12/16 1:49:06 PM,VALID,95.473,VALID,95.65,VALID,95.251,VALID,0.0,VALID,4.289,VALID,4.349,VALID,4.256,VALID,649.357,VALID,649.37,VALID,649.336,
12/12/16 1:50:06 PM,VALID,94.709,VALID,94.918,VALID,94.522,VALID,0.0,VALID,4.311,VALID,4.342,VALID,4.273,VALID,649.367,VALID,649.375,VALID,649.352,
12/12/16 1:51:06 PM,VALID,94.298,VALID,94.553,VALID,94.12,VALID,0.0,VALID,4.481,VALID,4.538,VALID,4.395,VALID,649.357,VALID,649.372,VALID,649.346,
12/12/16 1:52:06 PM,VALID,94.482,VALID,94.587,VALID,94.346,VALID,0.0,VALID,4.587,VALID,4.625,VALID,4.566,VALID,649.382,VALID,649.384,VALID,649.378,
12/12/16 1:53:06 PM,VALID,94.605,VALID,94.886,VALID,94.286,VALID,0.0,VALID,4.694,VALID,4.71,VALID,4.682,VALID,649.363,VALID,649.38,VALID,649.338,
12/12/16 1:54:06 PM,VALID,95.071,VALID,95.119,VALID,94.976,VALID,0.0,VALID,4.623,VALID,4.678,VALID,4.568,VALID,649.374,VALID,649.389,VALID,649.36,
12/12/16 1:55:06 PM,VALID,94.982,VALID,95.021,VALID,94.946,VALID,0.0,VALID,4.5,VALID,4.523,VALID,4.479,VALID,649.388,VALID,649.405,VALID,649.354,
12/12/16 1:56:06 PM,VALID,95.02,VALID,95.119,VALID,94.952,VALID,0.0,VALID,4.443,VALID,4.456,VALID,4.433,VALID,649.377,VALID,649.415,VALID,649.33,
12/12/16 1:57:06 PM,VALID,95.127,VALID,95.252,VALID,95.018,VALID,0.0,VALID,4.453,VALID,4.475,VALID,4.412,VALID,649.407,VALID,649.414,VALID,649.403,
12/12/16 1:58:07 PM,VALID,95.402,VALID,95.451,VALID,95.377,VALID,0.0,VALID,4.441,VALID,4.465,VALID,4.412,VALID,649.397,VALID,649.404,VALID,649.387,
12/12/16 1:59:06 PM,VALID,95.236,VALID,95.245,VALID,95.218,VALID,0.0,VALID,4.415,VALID,4.431,VALID,4.407,VALID,649.38,VALID,649.405,VALID,649.355,
12/12/16 2:00:07 PM,VALID,95.634,VALID,95.878,VALID,95.452,VALID,0.0,VALID,4.555,VALID,4.628,VALID,4.473,VALID,649.392,VALID,649.415,VALID,649.371,
12/12/16 2:01:06 PM,VALID,96.25,VALID,96.349,VALID,96.152,VALID,0.0,VALID,4.629,VALID,4.685,VALID,4.551,VALID,649.408,VALID,649.413,VALID,649.399,
12/12/16 2:02:06 PM,VALID,95.794,VALID,96.15,VALID,95.55,VALID,0.0,VALID,4.401,VALID,4.446,VALID,4.369,VALID,649.419,VALID,649.441,VALID,649.403,
12/12/16 2:03:06 PM,VALID,95.973,VALID,96.085,VALID,95.817,VALID,0.0,VALID,4.452,VALID,4.489,VALID,4.403,VALID,649.395,VALID,649.403,VALID,649.389,
12/12/16 2:04:16 PM,VALID,95.941,VALID,95.986,VALID,95.883,VALID,0.0,VALID,4.398,VALID,4.447,VALID,4.367,VALID,649.392,VALID,649.405,VALID,649.38,
12/12/16 2:05:06 PM,VALID,96.322,VALID,96.383,VALID,96.24,VALID,0.0,VALID,4.481,VALID,4.512,VALID,4.457,VALID,649.393,VALID,649.404,VALID,649.379,
12/12/16 2:06:06 PM,VALID,96.585,VALID,96.673,VALID,96.474,VALID,0.0,VALID,4.581,VALID,4.632,VALID,4.537,VALID,649.393,VALID,649.413,VALID,649.361,
12/12/16 2:07:06 PM,VALID,96.798,VALID,96.839,VALID,96.741,VALID,0.0,VALID,4.606,VALID,4.665,VALID,4.561,VALID,649.411,VALID,649.425,VALID,649.402,
12/12/16 2:10:07 PM,VALID,96.612,VALID,96.717,VALID,96.508,VALID,0.0,VALID,4.432,VALID,4.455,VALID,4.41,VALID,649.437,VALID,649.439,VALID,649.435,
12/12/16 2:11:07 PM,VALID,96.496,VALID,96.574,VALID,96.373,VALID,0.0,VALID,4.438,VALID,4.475,VALID,4.39,VALID,649.411,VALID,649.422,VALID,649.391,
12/12/16 2:12:07 PM,VALID,96.459,VALID,96.514,VALID,96.414,VALID,0.0,VALID,4.395,VALID,4.427,VALID,4.364,VALID,649.402,VALID,649.419,VALID,649.382,
12/12/16 2:13:07 PM,VALID,96.69,VALID,96.78,VALID,96.575,VALID,0.0,VALID,4.484,VALID,4.5,VALID,4.46,VALID,649.412,VALID,649.423,VALID,649.395,
12/12/16 2:14:07 PM,VALID,96.679,VALID,96.683,VALID,96.672,VALID,0.0,VALID,4.455,VALID,4.459,VALID,4.449,VALID,649.411,VALID,649.431,VALID,649.397,
12/12/16 2:15:07 PM,VALID,96.615,VALID,96.677,VALID,96.55,VALID,0.0,VALID,4.387,VALID,4.414,VALID,4.373,VALID,649.428,VALID,649.441,VALID,649.411,
12/12/16 2:16:07 PM,VALID,96.657,VALID,96.839,VALID,96.516,VALID,0.0,VALID,4.476,VALID,4.543,VALID,4.412,VALID,649.425,VALID,649.451,VALID,649.413,
12/12/16 2:17:07 PM,VALID,96.895,VALID,96.951,VALID,96.816,VALID,0.0,VALID,4.493,VALID,4.538,VALID,4.439,VALID,649.432,VALID,649.435,VALID,649.429,
12/12/16 2:18:07 PM,VALID,96.627,VALID,96.683,VALID,96.582,VALID,0.0,VALID,4.446,VALID,4.457,VALID,4.439,VALID,649.469,VALID,649.48,VALID,649.461,
12/12/16 2:19:07 PM,VALID,96.679,VALID,96.715,VALID,96.642,VALID,0.0,VALID,4.456,VALID,4.475,VALID,4.421,VALID,649.454,VALID,649.466,VALID,649.44,
12/12/16 2:20:07 PM,VALID,96.712,VALID,96.74,VALID,96.682,VALID,0.0,VALID,4.434,VALID,4.452,VALID,4.413,VALID,649.462,VALID,649.49,VALID,649.43,
12/12/16 2:21:07 PM,VALID,96.738,VALID,96.816,VALID,96.682,VALID,0.0,VALID,4.453,VALID,4.47,VALID,4.435,VALID,649.461,VALID,649.476,VALID,649.453,
12/12/16 2:22:07 PM,VALID,96.779,VALID,96.808,VALID,96.748,VALID,0.0,VALID,4.426,VALID,4.435,VALID,4.414,VALID,649.47,VALID,649.491,VALID,649.442,
12/12/16 2:23:07 PM,VALID,96.855,VALID,96.874,VALID,96.842,VALID,0.0,VALID,4.418,VALID,4.463,VALID,4.362,VALID,649.439,VALID,649.45,VALID,649.416,
12/12/16 2:24:07 PM,VALID,96.759,VALID,96.783,VALID,96.709,VALID,0.0,VALID,4.365,VALID,4.402,VALID,4.329,VALID,649.431,VALID,649.439,VALID,649.424,
12/12/16 2:25:07 PM,VALID,96.99,VALID,97.049,VALID,96.881,VALID,0.0,VALID,4.381,VALID,4.428,VALID,4.306,VALID,649.47,VALID,649.479,VALID,649.46,
12/12/16 2:26:07 PM,VALID,96.829,VALID,96.907,VALID,96.775,VALID,0.0,VALID,4.257,VALID,4.259,VALID,4.254,VALID,649.469,VALID,649.493,VALID,649.456,
12/12/16 2:27:07 PM,VALID,96.9,VALID,96.94,VALID,96.88,VALID,0.0,VALID,4.234,VALID,4.239,VALID,4.227,VALID,649.501,VALID,649.505,VALID,649.495,
12/12/16 2:28:07 PM,VALID,97.031,VALID,97.107,VALID,96.972,VALID,0.0,VALID,4.242,VALID,4.258,VALID,4.219,VALID,649.508,VALID,649.519,VALID,649.499,
12/12/16 2:29:07 PM,VALID,97.212,VALID,97.246,VALID,97.178,VALID,0.0,VALID,4.248,VALID,4.266,VALID,4.239,VALID,649.527,VALID,649.535,VALID,649.52,
12/12/16 2:30:07 PM,VALID,97.331,VALID,97.373,VALID,97.305,VALID,0.0,VALID,4.303,VALID,4.347,VALID,4.271,VALID,649.493,VALID,649.508,VALID,649.484,
12/12/16 2:31:07 PM,VALID,97.515,VALID,97.568,VALID,97.438,VALID,0.0,VALID,4.393,VALID,4.398,VALID,4.39,VALID,649.494,VALID,649.505,VALID,649.481,
12/12/16 2:32:07 PM,VALID,97.579,VALID,97.612,VALID,97.545,VALID,0.0,VALID,4.455,VALID,4.515,VALID,4.409,VALID,649.505,VALID,649.516,VALID,649.497,
12/12/16 2:33:07 PM,VALID,97.697,VALID,97.739,VALID,97.638,VALID,0.0,VALID,4.55,VALID,4.571,VALID,4.518,VALID,649.478,VALID,649.496,VALID,649.447,
12/12/16 2:34:07 PM,VALID,97.621,VALID,97.705,VALID,97.546,VALID,0.0,VALID,4.439,VALID,4.471,VALID,4.408,VALID,649.522,VALID,649.543,VALID,649.503,
12/12/16 2:35:07 PM,VALID,97.491,VALID,97.514,VALID,97.48,VALID,0.0,VALID,4.35,VALID,4.355,VALID,4.341,VALID,649.544,VALID,649.548,VALID,649.537,
12/12/16 2:36:07 PM,VALID,97.522,VALID,97.548,VALID,97.505,VALID,0.0,VALID,4.363,VALID,4.379,VALID,4.351,VALID,649.528,VALID,649.548,VALID,649.511,
12/12/16 2:37:07 PM,VALID,97.667,VALID,97.744,VALID,97.579,VALID,0.0,VALID,4.495,VALID,4.537,VALID,4.453,VALID,649.535,VALID,649.543,VALID,649.531,
12/12/16 2:38:07 PM,VALID,97.762,VALID,97.772,VALID,97.743,VALID,0.0,VALID,4.577,VALID,4.608,VALID,4.557,VALID,649.547,VALID,649.556,VALID,649.541,
12/12/16 2:39:07 PM,VALID,97.867,VALID,97.913,VALID,97.81,VALID,0.0,VALID,4.629,VALID,4.701,VALID,4.533,VALID,649.533,VALID,649.546,VALID,649.517,
12/12/16 2:40:07 PM,VALID,97.744,VALID,97.777,VALID,97.711,VALID,0.0,VALID,4.59,VALID,4.602,VALID,4.569,VALID,649.546,VALID,649.557,VALID,649.539,
12/12/16 2:41:07 PM,VALID,97.755,VALID,97.776,VALID,97.743,VALID,0.0,VALID,4.565,VALID,4.576,VALID,4.553,VALID,649.571,VALID,649.595,VALID,649.543,
12/12/16 2:42:07 PM,VALID,97.763,VALID,97.841,VALID,97.705,VALID,0.0,VALID,4.55,VALID,4.57,VALID,4.538,VALID,649.532,VALID,649.55,VALID,649.509,
12/12/16 2:43:07 PM,VALID,97.691,VALID,97.777,VALID,97.614,VALID,0.0,VALID,4.37,VALID,4.387,VALID,4.342,VALID,649.562,VALID,649.57,VALID,649.547,
12/12/16 2:44:07 PM,VALID,97.776,VALID,97.809,VALID,97.712,VALID,0.0,VALID,4.464,VALID,4.485,VALID,4.45,VALID,649.591,VALID,649.611,VALID,649.573,
12/12/16 2:45:07 PM,VALID,97.878,VALID,97.882,VALID,97.872,VALID,0.0,VALID,4.456,VALID,4.465,VALID,4.448,VALID,649.587,VALID,649.602,VALID,649.565,
12/12/16 2:46:07 PM,VALID,97.838,VALID,97.842,VALID,97.834,VALID,0.0,VALID,4.447,VALID,4.511,VALID,4.401,VALID,649.595,VALID,649.609,VALID,649.585,
12/12/16 2:47:07 PM,VALID,97.941,VALID,97.971,VALID,97.905,VALID,0.0,VALID,4.502,VALID,4.526,VALID,4.48,VALID,649.59,VALID,649.602,VALID,649.573,
12/12/16 2:48:07 PM,VALID,97.921,VALID,97.946,VALID,97.872,VALID,0.0,VALID,4.487,VALID,4.526,VALID,4.46,VALID,649.604,VALID,649.61,VALID,649.599,
12/12/16 2:49:07 PM,VALID,97.977,VALID,98.012,VALID,97.937,VALID,0.0,VALID,4.604,VALID,4.627,VALID,4.581,VALID,649.583,VALID,649.586,VALID,649.581,
12/12/16 2:50:07 PM,VALID,98.033,VALID,98.08,VALID,98.008,VALID,0.0,VALID,4.672,VALID,4.729,VALID,4.597,VALID,649.565,VALID,649.597,VALID,649.539,
12/12/16 2:51:07 PM,VALID,98.13,VALID,98.142,VALID,98.114,VALID,0.0,VALID,4.777,VALID,4.814,VALID,4.721,VALID,649.568,VALID,649.576,VALID,649.561,
12/12/16 2:52:07 PM,VALID,98.066,VALID,98.081,VALID,98.046,VALID,0.0,VALID,4.774,VALID,4.796,VALID,4.736,VALID,649.568,VALID,649.577,VALID,649.559,
12/12/16 2:53:07 PM,VALID,98.091,VALID,98.112,VALID,98.079,VALID,0.0,VALID,4.786,VALID,4.818,VALID,4.757,VALID,649.585,VALID,649.589,VALID,649.583,
12/12/16 2:54:07 PM,VALID,98.055,VALID,98.08,VALID,98.038,VALID,0.0,VALID,4.767,VALID,4.792,VALID,4.75,VALID,649.582,VALID,649.598,VALID,649.561,
12/12/16 2:55:07 PM,VALID,98.047,VALID,98.08,VALID,98.014,VALID,0.0,VALID,4.78,VALID,4.814,VALID,4.745,VALID,649.598,VALID,649.61,VALID,649.59,
12/12/16 2:56:07 PM,VALID,97.942,VALID,98.049,VALID,97.839,VALID,0.0,VALID,4.6,VALID,4.637,VALID,4.58,VALID,649.58,VALID,649.588,VALID,649.576,
12/12/16 2:57:07 PM,VALID,97.93,VALID,98.036,VALID,97.807,VALID,0.0,VALID,4.711,VALID,4.783,VALID,4.643,VALID,649.59,VALID,649.599,VALID,649.585,
12/12/16 2:58:07 PM,VALID,98.142,VALID,98.173,VALID,98.115,VALID,0.0,VALID,4.885,VALID,4.913,VALID,4.868,VALID,649.6,VALID,649.635,VALID,649.577,
12/12/16 2:59:07 PM,VALID,98.209,VALID,98.21,VALID,98.206,VALID,0.0,VALID,4.957,VALID,4.995,VALID,4.91,VALID,649.591,VALID,649.596,VALID,649.587,
12/12/16 3:00:07 PM,VALID,98.106,VALID,98.202,VALID,98.014,VALID,0.0,VALID,4.887,VALID,4.927,VALID,4.855,VALID,649.58,VALID,649.591,VALID,649.575,
12/12/16 3:01:07 PM,VALID,98.068,VALID,98.114,VALID,98.041,VALID,0.0,VALID,4.879,VALID,4.909,VALID,4.862,VALID,649.593,VALID,649.601,VALID,649.588,
12/12/16 3:02:07 PM,VALID,98.009,VALID,98.113,VALID,97.943,VALID,0.0,VALID,4.725,VALID,4.754,VALID,4.7,VALID,649.634,VALID,649.654,VALID,649.609,
12/12/16 3:03:07 PM,VALID,97.966,VALID,97.98,VALID,97.949,VALID,0.0,VALID,4.617,VALID,4.683,VALID,4.543,VALID,649.586,VALID,649.621,VALID,649.56,
12/12/16 3:04:07 PM,VALID,97.937,VALID,98.05,VALID,97.844,VALID,0.0,VALID,4.771,VALID,4.886,VALID,4.65,VALID,649.56,VALID,649.569,VALID,649.547,
12/12/16 3:05:07 PM,VALID,98.147,VALID,98.176,VALID,98.116,VALID,0.0,VALID,4.859,VALID,4.877,VALID,4.827,VALID,649.548,VALID,649.558,VALID,649.536,
12/12/16 3:06:07 PM,VALID,98.184,VALID,98.239,VALID,98.135,VALID,0.0,VALID,4.994,VALID,5.021,VALID,4.961,VALID,649.579,VALID,649.603,VALID,649.547,
12/12/16 3:07:07 PM,VALID,98.076,VALID,98.212,VALID,97.947,VALID,0.0,VALID,4.699,VALID,4.855,VALID,4.557,VALID,649.609,VALID,649.621,VALID,649.598,
12/12/16 3:08:07 PM,VALID,97.841,VALID,97.845,VALID,97.837,VALID,0.0,VALID,4.58,VALID,4.65,VALID,4.53,VALID,649.567,VALID,649.575,VALID,649.557,
12/12/16 3:09:07 PM,VALID,98.056,VALID,98.114,VALID,97.94,VALID,0.0,VALID,4.744,VALID,4.767,VALID,4.724,VALID,649.553,VALID,649.559,VALID,649.549,
12/12/16 3:10:07 PM,VALID,98.063,VALID,98.083,VALID,98.036,VALID,0.0,VALID,4.686,VALID,4.689,VALID,4.684,VALID,649.562,VALID,649.566,VALID,649.557,
12/12/16 3:11:07 PM,VALID,98.015,VALID,98.048,VALID,97.981,VALID,0.0,VALID,4.662,VALID,4.746,VALID,4.602,VALID,649.539,VALID,649.552,VALID,649.529,
12/12/16 3:12:07 PM,VALID,98.122,VALID,98.178,VALID,98.073,VALID,0.0,VALID,4.76,VALID,4.799,VALID,4.693,VALID,649.55,VALID,649.579,VALID,649.533,
12/12/16 3:13:07 PM,VALID,98.027,VALID,98.113,VALID,97.95,VALID,0.0,VALID,4.554,VALID,4.599,VALID,4.524,VALID,649.524,VALID,649.536,VALID,649.501,
12/12/16 3:14:07 PM,VALID,97.945,VALID,97.974,VALID,97.914,VALID,0.0,VALID,4.605,VALID,4.661,VALID,4.536,VALID,649.546,VALID,649.554,VALID,649.533,
12/12/16 3:15:07 PM,VALID,98.1,VALID,98.116,VALID,98.071,VALID,0.0,VALID,4.729,VALID,4.814,VALID,4.66,VALID,649.559,VALID,649.587,VALID,649.527,
12/12/16 3:16:07 PM,VALID,98.222,VALID,98.246,VALID,98.21,VALID,0.0,VALID,4.815,VALID,4.903,VALID,4.713,VALID,649.557,VALID,649.583,VALID,649.531,
12/12/16 3:17:07 PM,VALID,97.952,VALID,98.08,VALID,97.872,VALID,0.0,VALID,4.552,VALID,4.592,VALID,4.513,VALID,649.554,VALID,649.564,VALID,649.549,
12/12/16 3:18:07 PM,VALID,98.031,VALID,98.143,VALID,97.914,VALID,0.0,VALID,4.685,VALID,4.725,VALID,4.662,VALID,649.535,VALID,649.557,VALID,649.512,
12/12/16 3:19:07 PM,VALID,98.04,VALID,98.072,VALID,98.002,VALID,0.0,VALID,4.641,VALID,4.702,VALID,4.603,VALID,649.521,VALID,649.539,VALID,649.503,
12/12/16 3:20:07 PM,VALID,98.119,VALID,98.176,VALID,98.08,VALID,0.0,VALID,4.764,VALID,4.775,VALID,4.756,VALID,649.522,VALID,649.535,VALID,649.51,
12/12/16 3:21:07 PM,VALID,98.023,VALID,98.116,VALID,97.94,VALID,0.0,VALID,4.675,VALID,4.716,VALID,4.629,VALID,649.513,VALID,649.54,VALID,649.483,
12/12/16 3:22:07 PM,VALID,98.096,VALID,98.106,VALID,98.08,VALID,0.0,VALID,4.788,VALID,4.84,VALID,4.753,VALID,649.507,VALID,649.535,VALID,649.489,
12/12/16 3:23:07 PM,VALID,98.208,VALID,98.243,VALID,98.143,VALID,0.0,VALID,4.858,VALID,4.94,VALID,4.729,VALID,649.505,VALID,649.517,VALID,649.485,
12/12/16 3:24:07 PM,VALID,98.01,VALID,98.046,VALID,97.971,VALID,0.0,VALID,4.719,VALID,4.784,VALID,4.675,VALID,649.497,VALID,649.515,VALID,649.474,
12/12/16 3:25:07 PM,VALID,98.043,VALID,98.116,VALID,97.94,VALID,0.0,VALID,4.671,VALID,4.737,VALID,4.627,VALID,649.495,VALID,649.522,VALID,649.481,
12/12/16 3:26:07 PM,VALID,97.942,VALID,97.974,VALID,97.905,VALID,0.0,VALID,4.633,VALID,4.681,VALID,4.603,VALID,649.474,VALID,649.497,VALID,649.46,
12/12/16 3:27:07 PM,VALID,98.066,VALID,98.112,VALID,98.014,VALID,0.0,VALID,4.686,VALID,4.721,VALID,4.648,VALID,649.446,VALID,649.462,VALID,649.425,
12/12/16 3:28:07 PM,VALID,97.969,VALID,98.012,VALID,97.915,VALID,0.0,VALID,4.623,VALID,4.631,VALID,4.611,VALID,649.474,VALID,649.499,VALID,649.449,
12/12/16 3:29:07 PM,VALID,98.09,VALID,98.147,VALID,98.017,VALID,0.0,VALID,4.751,VALID,4.852,VALID,4.666,VALID,649.46,VALID,649.467,VALID,649.452,
12/12/16 3:30:07 PM,VALID,98.279,VALID,98.347,VALID,98.21,VALID,0.0,VALID,5.021,VALID,5.08,VALID,4.98,VALID,649.47,VALID,649.485,VALID,649.457,
12/12/16 3:31:07 PM,VALID,98.103,VALID,98.313,VALID,97.915,VALID,0.0,VALID,4.689,VALID,4.797,VALID,4.605,VALID,649.452,VALID,649.475,VALID,649.408,
